ledger_id,account_id,event_type,session_id,credits_delta,cash_kes,balance_after,reason,created_at
LED-001186,HH-0067,cook_charge,SYN-01456,-15,0,228,0.596 kWh cooking charge,2025-06-16T19:34:00
LED-001187,HH-0067,cook_charge,SYN-01489,-6,0,222,0.238 kWh cooking charge,2025-06-17T07:43:00
LED-001188,HH-0067,cook_charge,SYN-01577,-17,0,205,0.682 kWh cooking charge,2025-06-18T07:52:00
LED-001189,HH-0067,orange_reward,SYN-01577,5,0,210,orange cooking behavior reward,2025-06-18T07:52:00
LED-001190,HH-0067,cook_charge,SYN-01632,-19,0,191,0.778 kWh cooking charge,2025-06-18T19:10:00
LED-001191,HH-0067,cook_charge,SYN-01709,-4,0,187,0.164 kWh cooking charge,2025-06-19T13:51:00
LED-001192,HH-0067,green_reward,SYN-01709,9,0,196,green cooking behavior reward,2025-06-19T13:51:00
LED-001193,HH-0067,cook_charge,SYN-01722,-14,0,182,0.544 kWh cooking charge,2025-06-19T19:01:00
LED-001194,HH-0067,cook_charge,SYN-01874,-8,0,174,0.306 kWh cooking charge,2025-06-21T13:37:00
LED-001195,HH-0067,green_reward,SYN-01874,12,0,186,green cooking behavior reward,2025-06-21T13:37:00
LED-001196,HH-0067,cook_charge,SYN-01981,-22,0,164,0.881 kWh cooking charge,2025-06-22T19:02:00
LED-001197,HH-0067,cook_charge,SYN-02055,-9,0,155,0.349 kWh cooking charge,2025-06-23T14:33:00
LED-001198,HH-0067,green_reward,SYN-02055,12,0,167,green cooking behavior reward,2025-06-23T14:33:00
LED-001199,HH-0067,cook_charge,SYN-02070,-20,0,147,0.817 kWh cooking charge,2025-06-23T19:05:00
LED-001200,HH-0067,cook_charge,SYN-02135,-14,0,133,0.555 kWh cooking charge,2025-06-24T14:23:00
LED-001201,HH-0067,green_reward,SYN-02135,16,0,149,green cooking behavior reward,2025-06-24T14:23:00
LED-001202,HH-0067,cook_charge,SYN-02151,-7,0,142,0.282 kWh cooking charge,2025-06-24T18:54:00
LED-001203,HH-0067,cook_charge,SYN-02236,-8,0,134,0.323 kWh cooking charge,2025-06-25T14:09:00
LED-001204,HH-0067,green_reward,SYN-02236,12,0,146,green cooking behavior reward,2025-06-25T14:09:00
LED-001205,HH-0067,cook_charge,SYN-02295,-19,0,127,0.773 kWh cooking charge,2025-06-26T07:51:00
LED-001206,HH-0067,orange_reward,SYN-02295,6,0,133,orange cooking behavior reward,2025-06-26T07:51:00
LED-001207,HH-0067,cook_charge,SYN-02336,-17,0,116,0.675 kWh cooking charge,2025-06-26T14:36:00
LED-001208,HH-0067,green_reward,SYN-02336,18,0,134,green cooking behavior reward,2025-06-26T14:36:00
LED-001209,HH-0067,cook_charge,SYN-02393,-7,0,127,0.277 kWh cooking charge,2025-06-27T07:46:00
LED-001210,HH-0067,orange_reward,SYN-02393,2,0,129,orange cooking behavior reward,2025-06-27T07:46:00
LED-001211,HH-0067,cook_charge,SYN-02432,-8,0,121,0.304 kWh cooking charge,2025-06-27T14:15:00
LED-001212,HH-0067,green_reward,SYN-02432,11,0,132,green cooking behavior reward,2025-06-27T14:15:00
LED-001213,HH-0067,cook_charge,SYN-02524,-16,0,116,0.643 kWh cooking charge,2025-06-28T13:54:00
LED-001214,HH-0067,green_reward,SYN-02524,18,0,134,green cooking behavior reward,2025-06-28T13:54:00
LED-001215,HH-0067,cook_charge,SYN-02539,-17,0,117,0.705 kWh cooking charge,2025-06-28T18:56:00
LED-001216,HH-0067,cook_charge,SYN-02613,-13,0,104,0.533 kWh cooking charge,2025-06-29T13:54:00
LED-001217,HH-0067,green_reward,SYN-02613,16,0,120,green cooking behavior reward,2025-06-29T13:54:00
LED-001218,HH-0067,cook_charge,SYN-02718,-12,0,108,0.497 kWh cooking charge,2025-06-30T18:33:00
LED-001219,HH-0071,top_up,,320,160,320,opening prepaid balance,2025-06-01T00:00:00
LED-001220,HH-0071,cook_charge,SYN-00020,-8,0,312,0.295 kWh cooking charge,2025-06-01T08:00:00
LED-001221,HH-0071,orange_reward,SYN-00020,2,0,314,orange cooking behavior reward,2025-06-01T08:00:00
LED-001222,HH-0071,cook_charge,SYN-00064,-17,0,297,0.683 kWh cooking charge,2025-06-01T14:58:00
LED-001223,HH-0071,green_reward,SYN-00064,18,0,315,green cooking behavior reward,2025-06-01T14:58:00
LED-001224,HH-0071,cook_charge,SYN-00116,-8,0,307,0.324 kWh cooking charge,2025-06-02T08:00:00
LED-001225,HH-0071,orange_reward,SYN-00116,3,0,310,orange cooking behavior reward,2025-06-02T08:00:00
LED-001226,HH-0071,cook_charge,SYN-00155,-18,0,292,0.748 kWh cooking charge,2025-06-02T15:02:00
LED-001227,HH-0071,green_reward,SYN-00155,19,0,311,green cooking behavior reward,2025-06-02T15:02:00
LED-001228,HH-0071,cook_charge,SYN-00172,-9,0,302,0.352 kWh cooking charge,2025-06-02T18:43:00
LED-001229,HH-0071,cook_charge,SYN-00215,-13,0,289,0.51 kWh cooking charge,2025-06-03T08:12:00
LED-001230,HH-0071,orange_reward,SYN-00215,4,0,293,orange cooking behavior reward,2025-06-03T08:12:00
LED-001231,HH-0071,cook_charge,SYN-00319,-7,0,286,0.274 kWh cooking charge,2025-06-04T07:33:00
LED-001232,HH-0071,orange_reward,SYN-00319,2,0,288,orange cooking behavior reward,2025-06-04T07:33:00
LED-001233,HH-0071,cook_charge,SYN-00463,-3,0,285,0.119 kWh cooking charge,2025-06-05T18:23:00
LED-001234,HH-0071,cook_charge,SYN-00496,-7,0,278,0.26 kWh cooking charge,2025-06-06T07:47:00
LED-001235,HH-0071,orange_reward,SYN-00496,2,0,280,orange cooking behavior reward,2025-06-06T07:47:00
LED-001236,HH-0071,cook_charge,SYN-00728,-8,0,272,0.298 kWh cooking charge,2025-06-08T19:00:00
LED-001237,HH-0071,cook_charge,SYN-00819,-13,0,259,0.515 kWh cooking charge,2025-06-09T18:39:00
LED-001238,HH-0071,cook_charge,SYN-01077,-6,0,253,0.23 kWh cooking charge,2025-06-12T14:59:00
LED-001239,HH-0071,green_reward,SYN-01077,10,0,263,green cooking behavior reward,2025-06-12T14:59:00
LED-001240,HH-0071,cook_charge,SYN-01093,-9,0,254,0.347 kWh cooking charge,2025-06-12T18:36:00
LED-001241,HH-0071,cook_charge,SYN-01126,-18,0,236,0.723 kWh cooking charge,2025-06-13T08:37:00
LED-001242,HH-0071,orange_reward,SYN-01126,6,0,242,orange cooking behavior reward,2025-06-13T08:37:00
LED-001243,HH-0071,cook_charge,SYN-01365,-6,0,236,0.244 kWh cooking charge,2025-06-15T18:48:00
LED-001244,HH-0071,cook_charge,SYN-01403,-6,0,230,0.234 kWh cooking charge,2025-06-16T07:43:00
LED-001245,HH-0071,cook_charge,SYN-01627,-19,0,211,0.768 kWh cooking charge,2025-06-18T18:55:00
LED-001246,HH-0071,cook_charge,SYN-01713,-16,0,195,0.65 kWh cooking charge,2025-06-19T15:13:00
LED-001247,HH-0071,green_reward,SYN-01713,18,0,213,green cooking behavior reward,2025-06-19T15:13:00
LED-001248,HH-0071,cook_charge,SYN-01724,-6,0,207,0.223 kWh cooking charge,2025-06-19T18:58:00
LED-001249,HH-0071,cook_charge,SYN-01841,-13,0,194,0.532 kWh cooking charge,2025-06-21T07:58:00
LED-001250,HH-0071,orange_reward,SYN-01841,4,0,198,orange cooking behavior reward,2025-06-21T07:58:00
LED-001251,HH-0071,cook_charge,SYN-01880,-6,0,192,0.225 kWh cooking charge,2025-06-21T14:37:00
LED-001252,HH-0071,green_reward,SYN-01880,10,0,202,green cooking behavior reward,2025-06-21T14:37:00
LED-001253,HH-0071,cook_charge,SYN-01892,-14,0,188,0.548 kWh cooking charge,2025-06-21T18:47:00
LED-001254,HH-0071,cook_charge,SYN-01980,-11,0,177,0.454 kWh cooking charge,2025-06-22T18:33:00
LED-001255,HH-0071,cook_charge,SYN-02058,-8,0,169,0.33 kWh cooking charge,2025-06-23T15:08:00
LED-001256,HH-0071,green_reward,SYN-02058,12,0,181,green cooking behavior reward,2025-06-23T15:08:00
LED-001257,HH-0071,cook_charge,SYN-02108,-13,0,168,0.54 kWh cooking charge,2025-06-24T07:50:00
LED-001258,HH-0071,cook_charge,SYN-02152,-11,0,157,0.445 kWh cooking charge,2025-06-24T18:55:00
LED-001259,HH-0071,cook_charge,SYN-02242,-21,0,136,0.861 kWh cooking charge,2025-06-25T15:18:00
LED-001260,HH-0071,green_reward,SYN-02242,21,0,157,green cooking behavior reward,2025-06-25T15:18:00
LED-001261,HH-0071,cook_charge,SYN-02302,-5,0,152,0.187 kWh cooking charge,2025-06-26T07:52:00
LED-001262,HH-0071,orange_reward,SYN-02302,1,0,153,orange cooking behavior reward,2025-06-26T07:52:00
LED-001263,HH-0071,cook_charge,SYN-02338,-11,0,142,0.453 kWh cooking charge,2025-06-26T15:07:00
LED-001264,HH-0071,green_reward,SYN-02338,14,0,156,green cooking behavior reward,2025-06-26T15:07:00
LED-001265,HH-0071,cook_charge,SYN-02349,-5,0,151,0.18 kWh cooking charge,2025-06-26T18:20:00
LED-001266,HH-0071,cook_charge,SYN-02490,-18,0,133,0.711 kWh cooking charge,2025-06-28T08:16:00
LED-001267,HH-0071,orange_reward,SYN-02490,6,0,139,orange cooking behavior reward,2025-06-28T08:16:00
LED-001268,HH-0071,cook_charge,SYN-02619,-12,0,127,0.465 kWh cooking charge,2025-06-29T15:08:00
LED-001269,HH-0071,green_reward,SYN-02619,14,0,141,green cooking behavior reward,2025-06-29T15:08:00
LED-001270,HH-0071,cook_charge,SYN-02641,-10,0,131,0.382 kWh cooking charge,2025-06-29T18:42:00
LED-001271,HH-0071,cook_charge,SYN-02711,-16,0,115,0.656 kWh cooking charge,2025-06-30T15:09:00
LED-001272,HH-0071,green_reward,SYN-02711,18,0,133,green cooking behavior reward,2025-06-30T15:09:00
LED-001273,HH-0071,cook_charge,SYN-02727,-5,0,128,0.202 kWh cooking charge,2025-06-30T19:07:00
LED-001274,HH-0076,top_up,,320,160,320,opening prepaid balance,2025-06-01T00:00:00
LED-001275,HH-0076,cook_charge,SYN-00037,-7,0,313,0.268 kWh cooking charge,2025-06-01T11:26:00
LED-001276,HH-0076,green_reward,SYN-00037,11,0,324,green cooking behavior reward,2025-06-01T11:26:00
LED-001277,HH-0076,cook_charge,SYN-00129,-15,0,309,0.624 kWh cooking charge,2025-06-02T11:56:00
LED-001278,HH-0076,green_reward,SYN-00129,17,0,326,green cooking behavior reward,2025-06-02T11:56:00
LED-001279,HH-0076,cook_charge,SYN-00512,-16,0,310,0.661 kWh cooking charge,2025-06-06T12:19:00
LED-001280,HH-0076,green_reward,SYN-00512,18,0,328,green cooking behavior reward,2025-06-06T12:19:00
LED-001281,HH-0076,cook_charge,SYN-00561,-4,0,324,0.152 kWh cooking charge,2025-06-06T20:12:00
LED-001282,HH-0076,cook_charge,SYN-00599,-4,0,320,0.151 kWh cooking charge,2025-06-07T12:07:00
LED-001283,HH-0076,green_reward,SYN-00599,9,0,329,green cooking behavior reward,2025-06-07T12:07:00
LED-001284,HH-0076,cook_charge,SYN-00646,-10,0,319,0.39 kWh cooking charge,2025-06-07T20:02:00
LED-001285,HH-0076,cook_charge,SYN-00737,-4,0,315,0.166 kWh cooking charge,2025-06-08T20:13:00
LED-001286,HH-0076,cook_charge,SYN-00955,-5,0,310,0.191 kWh cooking charge,2025-06-11T11:29:00
LED-001287,HH-0076,green_reward,SYN-00955,9,0,319,green cooking behavior reward,2025-06-11T11:29:00
LED-001288,HH-0076,cook_charge,SYN-01056,-6,0,313,0.24 kWh cooking charge,2025-06-12T12:02:00
LED-001289,HH-0076,green_reward,SYN-01056,10,0,323,green cooking behavior reward,2025-06-12T12:02:00
LED-001290,HH-0076,cook_charge,SYN-01148,-15,0,308,0.589 kWh cooking charge,2025-06-13T12:29:00
LED-001291,HH-0076,green_reward,SYN-01148,17,0,325,green cooking behavior reward,2025-06-13T12:29:00
LED-001292,HH-0076,cook_charge,SYN-01229,-10,0,315,0.382 kWh cooking charge,2025-06-14T11:43:00
LED-001293,HH-0076,green_reward,SYN-01229,13,0,328,green cooking behavior reward,2025-06-14T11:43:00
LED-001294,HH-0076,cook_charge,SYN-01466,-14,0,314,0.55 kWh cooking charge,2025-06-16T20:06:00
LED-001295,HH-0076,cook_charge,SYN-01550,-8,0,306,0.31 kWh cooking charge,2025-06-17T19:57:00
LED-001296,HH-0076,cook_charge,SYN-01588,-5,0,301,0.2 kWh cooking charge,2025-06-18T11:36:00
LED-001297,HH-0076,green_reward,SYN-01588,10,0,311,green cooking behavior reward,2025-06-18T11:36:00
LED-001298,HH-0076,cook_charge,SYN-01647,-6,0,305,0.217 kWh cooking charge,2025-06-18T20:03:00
LED-001299,HH-0076,cook_charge,SYN-01734,-8,0,297,0.313 kWh cooking charge,2025-06-19T20:07:00
LED-001300,HH-0076,cook_charge,SYN-01772,-6,0,291,0.215 kWh cooking charge,2025-06-20T12:02:00
LED-001301,HH-0076,green_reward,SYN-01772,10,0,301,green cooking behavior reward,2025-06-20T12:02:00
LED-001302,HH-0076,cook_charge,SYN-01858,-3,0,298,0.117 kWh cooking charge,2025-06-21T11:55:00
LED-001303,HH-0076,green_reward,SYN-01858,8,0,306,green cooking behavior reward,2025-06-21T11:55:00
LED-001304,HH-0076,cook_charge,SYN-01909,-9,0,297,0.374 kWh cooking charge,2025-06-21T20:17:00
LED-001305,HH-0076,cook_charge,SYN-01944,-10,0,287,0.392 kWh cooking charge,2025-06-22T11:56:00
LED-001306,HH-0076,green_reward,SYN-01944,13,0,300,green cooking behavior reward,2025-06-22T11:56:00
LED-001307,HH-0076,cook_charge,SYN-01998,-5,0,295,0.195 kWh cooking charge,2025-06-22T19:55:00
LED-001308,HH-0076,cook_charge,SYN-02314,-4,0,291,0.159 kWh cooking charge,2025-06-26T11:38:00
LED-001309,HH-0076,green_reward,SYN-02314,9,0,300,green cooking behavior reward,2025-06-26T11:38:00
LED-001310,HH-0076,cook_charge,SYN-02649,-14,0,286,0.567 kWh cooking charge,2025-06-29T20:00:00
LED-001311,HH-0076,cook_charge,SYN-02693,-7,0,279,0.278 kWh cooking charge,2025-06-30T12:04:00
LED-001312,HH-0076,green_reward,SYN-02693,11,0,290,green cooking behavior reward,2025-06-30T12:04:00
LED-001313,HH-0084,top_up,,320,160,320,opening prepaid balance,2025-06-01T00:00:00
LED-001314,HH-0084,cook_charge,SYN-00017,-9,0,311,0.352 kWh cooking charge,2025-06-01T07:32:00
LED-001315,HH-0084,orange_reward,SYN-00017,3,0,314,orange cooking behavior reward,2025-06-01T07:32:00
LED-001316,HH-0084,cook_charge,SYN-00050,-12,0,302,0.461 kWh cooking charge,2025-06-01T12:40:00
LED-001317,HH-0084,green_reward,SYN-00050,14,0,316,green cooking behavior reward,2025-06-01T12:40:00
LED-001318,HH-0084,cook_charge,SYN-00083,-12,0,304,0.474 kWh cooking charge,2025-06-01T19:10:00
LED-001319,HH-0084,cook_charge,SYN-00239,-5,0,299,0.174 kWh cooking charge,2025-06-03T12:52:00
LED-001320,HH-0084,green_reward,SYN-00239,9,0,308,green cooking behavior reward,2025-06-03T12:52:00
LED-001321,HH-0084,cook_charge,SYN-00317,-5,0,303,0.201 kWh cooking charge,2025-06-04T07:40:00
LED-001322,HH-0084,orange_reward,SYN-00317,2,0,305,orange cooking behavior reward,2025-06-04T07:40:00
LED-001323,HH-0084,cook_charge,SYN-00346,-20,0,285,0.814 kWh cooking charge,2025-06-04T13:22:00
LED-001324,HH-0084,green_reward,SYN-00346,21,0,306,green cooking behavior reward,2025-06-04T13:22:00
LED-001325,HH-0084,cook_charge,SYN-00465,-4,0,302,0.156 kWh cooking charge,2025-06-05T18:40:00
LED-001326,HH-0084,cook_charge,SYN-00491,-14,0,288,0.566 kWh cooking charge,2025-06-06T07:42:00
LED-001327,HH-0084,orange_reward,SYN-00491,5,0,293,orange cooking behavior reward,2025-06-06T07:42:00
LED-001328,HH-0084,cook_charge,SYN-00522,-9,0,284,0.356 kWh cooking charge,2025-06-06T13:05:00
LED-001329,HH-0084,green_reward,SYN-00522,12,0,296,green cooking behavior reward,2025-06-06T13:05:00
LED-001330,HH-0084,cook_charge,SYN-00635,-9,0,287,0.372 kWh cooking charge,2025-06-07T19:15:00
LED-001331,HH-0084,cook_charge,SYN-00695,-6,0,281,0.211 kWh cooking charge,2025-06-08T12:55:00
LED-001332,HH-0084,green_reward,SYN-00695,10,0,291,green cooking behavior reward,2025-06-08T12:55:00
LED-001333,HH-0084,cook_charge,SYN-00758,-5,0,286,0.208 kWh cooking charge,2025-06-09T07:23:00
LED-001334,HH-0084,cook_charge,SYN-00825,-7,0,279,0.283 kWh cooking charge,2025-06-09T18:36:00
LED-001335,HH-0084,cook_charge,SYN-00886,-21,0,258,0.844 kWh cooking charge,2025-06-10T13:08:00
LED-001336,HH-0084,green_reward,SYN-00886,21,0,279,green cooking behavior reward,2025-06-10T13:08:00
LED-001337,HH-0084,cook_charge,SYN-01040,-19,0,260,0.778 kWh cooking charge,2025-06-12T08:33:00
LED-001338,HH-0084,orange_reward,SYN-01040,6,0,266,orange cooking behavior reward,2025-06-12T08:33:00
LED-001339,HH-0084,cook_charge,SYN-01099,-9,0,257,0.349 kWh cooking charge,2025-06-12T19:14:00
LED-001340,HH-0084,cook_charge,SYN-01174,-10,0,247,0.405 kWh cooking charge,2025-06-13T18:46:00
LED-001341,HH-0084,cook_charge,SYN-01215,-18,0,229,0.735 kWh cooking charge,2025-06-14T08:11:00
LED-001342,HH-0084,orange_reward,SYN-01215,6,0,235,orange cooking behavior reward,2025-06-14T08:11:00
LED-001343,HH-0084,cook_charge,SYN-01244,-4,0,231,0.152 kWh cooking charge,2025-06-14T12:40:00
LED-001344,HH-0084,green_reward,SYN-01244,9,0,240,green cooking behavior reward,2025-06-14T12:40:00
LED-001345,HH-0084,cook_charge,SYN-01276,-7,0,233,0.259 kWh cooking charge,2025-06-14T19:19:00
LED-001346,HH-0084,cook_charge,SYN-01404,-9,0,224,0.337 kWh cooking charge,2025-06-16T08:17:00
LED-001347,HH-0084,cook_charge,SYN-01491,-8,0,216,0.325 kWh cooking charge,2025-06-17T08:00:00
LED-001348,HH-0084,cook_charge,SYN-01515,-7,0,209,0.282 kWh cooking charge,2025-06-17T12:47:00
LED-001349,HH-0084,green_reward,SYN-01515,11,0,220,green cooking behavior reward,2025-06-17T12:47:00
LED-001350,HH-0084,cook_charge,SYN-01548,-5,0,215,0.192 kWh cooking charge,2025-06-17T19:05:00
LED-001351,HH-0084,cook_charge,SYN-01578,-4,0,211,0.145 kWh cooking charge,2025-06-18T07:31:00
LED-001352,HH-0084,orange_reward,SYN-01578,1,0,212,orange cooking behavior reward,2025-06-18T07:31:00
LED-001353,HH-0084,cook_charge,SYN-01600,-14,0,198,0.555 kWh cooking charge,2025-06-18T12:52:00
LED-001354,HH-0084,green_reward,SYN-01600,16,0,214,green cooking behavior reward,2025-06-18T12:52:00
LED-001355,HH-0084,cook_charge,SYN-01633,-4,0,210,0.147 kWh cooking charge,2025-06-18T18:49:00
LED-001356,HH-0084,cook_charge,SYN-01725,-8,0,202,0.318 kWh cooking charge,2025-06-19T19:04:00
LED-001357,HH-0084,cook_charge,SYN-01747,-11,0,191,0.445 kWh cooking charge,2025-06-20T08:05:00
LED-001358,HH-0084,orange_reward,SYN-01747,4,0,195,orange cooking behavior reward,2025-06-20T08:05:00
LED-001359,HH-0084,cook_charge,SYN-01806,-14,0,181,0.581 kWh cooking charge,2025-06-20T19:03:00
LED-001360,HH-0084,cook_charge,SYN-01865,-21,0,160,0.838 kWh cooking charge,2025-06-21T13:16:00
LED-001361,HH-0084,green_reward,SYN-01865,21,0,181,green cooking behavior reward,2025-06-21T13:16:00
LED-001362,HH-0084,cook_charge,SYN-01959,-6,0,175,0.212 kWh cooking charge,2025-06-22T13:26:00
LED-001363,HH-0084,green_reward,SYN-01959,10,0,185,green cooking behavior reward,2025-06-22T13:26:00
LED-001364,HH-0084,cook_charge,SYN-01989,-13,0,172,0.507 kWh cooking charge,2025-06-22T19:17:00
LED-001365,HH-0084,cook_charge,SYN-02068,-5,0,167,0.167 kWh cooking charge,2025-06-23T18:30:00
LED-001366,HH-0084,cook_charge,SYN-02109,-16,0,151,0.636 kWh cooking charge,2025-06-24T08:04:00
LED-001367,HH-0084,cook_charge,SYN-02148,-5,0,146,0.194 kWh cooking charge,2025-06-24T18:18:00
LED-001368,HH-0084,cook_charge,SYN-02197,-7,0,139,0.276 kWh cooking charge,2025-06-25T07:39:00
LED-001369,HH-0084,orange_reward,SYN-02197,2,0,141,orange cooking behavior reward,2025-06-25T07:39:00
LED-001370,HH-0084,cook_charge,SYN-02224,-18,0,123,0.738 kWh cooking charge,2025-06-25T13:13:00
LED-001371,HH-0084,green_reward,SYN-02224,19,0,142,green cooking behavior reward,2025-06-25T13:13:00
LED-001372,HH-0084,cook_charge,SYN-02300,-10,0,132,0.393 kWh cooking charge,2025-06-26T08:07:00
LED-001373,HH-0084,orange_reward,SYN-02300,3,0,135,orange cooking behavior reward,2025-06-26T08:07:00
LED-001374,HH-0084,cook_charge,SYN-02324,-12,0,123,0.488 kWh cooking charge,2025-06-26T13:01:00
LED-001375,HH-0084,green_reward,SYN-02324,15,0,138,green cooking behavior reward,2025-06-26T13:01:00
LED-001376,HH-0084,cook_charge,SYN-02352,-5,0,133,0.198 kWh cooking charge,2025-06-26T18:26:00
LED-001377,HH-0084,cook_charge,SYN-02418,-6,0,127,0.219 kWh cooking charge,2025-06-27T12:43:00
LED-001378,HH-0084,green_reward,SYN-02418,10,0,137,green cooking behavior reward,2025-06-27T12:43:00
LED-001379,HH-0084,cook_charge,SYN-02446,-14,0,123,0.561 kWh cooking charge,2025-06-27T19:16:00
LED-001380,HH-0084,cook_charge,SYN-02579,-5,0,118,0.184 kWh cooking charge,2025-06-29T07:48:00
LED-001381,HH-0084,orange_reward,SYN-02579,1,0,119,orange cooking behavior reward,2025-06-29T07:48:00
LED-001382,HH-0084,cook_charge,SYN-02681,-19,0,100,0.774 kWh cooking charge,2025-06-30T08:25:00
LED-001383,HH-0084,cook_charge,SYN-02695,-16,0,84,0.665 kWh cooking charge,2025-06-30T12:58:00
LED-001384,HH-0084,green_reward,SYN-02695,18,0,102,green cooking behavior reward,2025-06-30T12:58:00
LED-001385,HH-0087,top_up,,320,160,320,opening prepaid balance,2025-06-01T00:00:00
LED-001386,HH-0087,cook_charge,SYN-00018,-11,0,309,0.44 kWh cooking charge,2025-06-01T08:07:00
LED-001387,HH-0087,orange_reward,SYN-00018,4,0,313,orange cooking behavior reward,2025-06-01T08:07:00
LED-001388,HH-0087,cook_charge,SYN-00110,-4,0,309,0.166 kWh cooking charge,2025-06-02T07:36:00
LED-001389,HH-0087,orange_reward,SYN-00110,1,0,310,orange cooking behavior reward,2025-06-02T07:36:00
LED-001390,HH-0087,cook_charge,SYN-00260,-15,0,295,0.611 kWh cooking charge,2025-06-03T17:56:00
LED-001391,HH-0087,cook_charge,SYN-00323,-6,0,289,0.218 kWh cooking charge,2025-06-04T07:58:00
LED-001392,HH-0087,orange_reward,SYN-00323,2,0,291,orange cooking behavior reward,2025-06-04T07:58:00
LED-001393,HH-0087,cook_charge,SYN-00495,-10,0,281,0.385 kWh cooking charge,2025-06-06T07:50:00
LED-001394,HH-0087,orange_reward,SYN-00495,3,0,284,orange cooking behavior reward,2025-06-06T07:50:00
LED-001395,HH-0087,cook_charge,SYN-00544,-16,0,268,0.635 kWh cooking charge,2025-06-06T18:12:00
LED-001396,HH-0087,cook_charge,SYN-00698,-14,0,254,0.553 kWh cooking charge,2025-06-08T13:06:00
LED-001397,HH-0087,green_reward,SYN-00698,16,0,270,green cooking behavior reward,2025-06-08T13:06:00
LED-001398,HH-0087,cook_charge,SYN-00864,-6,0,264,0.236 kWh cooking charge,2025-06-10T08:18:00
LED-001399,HH-0087,orange_reward,SYN-00864,2,0,266,orange cooking behavior reward,2025-06-10T08:18:00
LED-001400,HH-0087,cook_charge,SYN-00906,-10,0,256,0.411 kWh cooking charge,2025-06-10T17:55:00
LED-001401,HH-0087,cook_charge,SYN-00979,-5,0,251,0.192 kWh cooking charge,2025-06-11T13:00:00
LED-001402,HH-0087,green_reward,SYN-00979,9,0,260,green cooking behavior reward,2025-06-11T13:00:00
LED-001403,HH-0087,cook_charge,SYN-01036,-7,0,253,0.264 kWh cooking charge,2025-06-12T07:58:00
LED-001404,HH-0087,orange_reward,SYN-01036,2,0,255,orange cooking behavior reward,2025-06-12T07:58:00
LED-001405,HH-0087,cook_charge,SYN-01169,-7,0,248,0.283 kWh cooking charge,2025-06-13T17:44:00
LED-001406,HH-0087,cook_charge,SYN-01219,-14,0,234,0.578 kWh cooking charge,2025-06-14T08:24:00
LED-001407,HH-0087,orange_reward,SYN-01219,5,0,239,orange cooking behavior reward,2025-06-14T08:24:00
LED-001408,HH-0087,cook_charge,SYN-01242,-16,0,223,0.647 kWh cooking charge,2025-06-14T12:58:00
LED-001409,HH-0087,green_reward,SYN-01242,18,0,241,green cooking behavior reward,2025-06-14T12:58:00
LED-001410,HH-0087,cook_charge,SYN-01405,-10,0,231,0.376 kWh cooking charge,2025-06-16T08:26:00
LED-001411,HH-0087,cook_charge,SYN-01510,-15,0,216,0.607 kWh cooking charge,2025-06-17T13:02:00
LED-001412,HH-0087,green_reward,SYN-01510,17,0,233,green cooking behavior reward,2025-06-17T13:02:00
LED-001413,HH-0087,cook_charge,SYN-01534,-8,0,225,0.311 kWh cooking charge,2025-06-17T17:51:00
LED-001414,HH-0087,cook_charge,SYN-01605,-5,0,220,0.178 kWh cooking charge,2025-06-18T12:58:00
LED-001415,HH-0087,green_reward,SYN-01605,9,0,229,green cooking behavior reward,2025-06-18T12:58:00
LED-001416,HH-0087,cook_charge,SYN-01624,-11,0,218,0.449 kWh cooking charge,2025-06-18T18:03:00
LED-001417,HH-0087,cook_charge,SYN-01783,-7,0,211,0.273 kWh cooking charge,2025-06-20T13:38:00
LED-001418,HH-0087,green_reward,SYN-01783,11,0,222,green cooking behavior reward,2025-06-20T13:38:00
LED-001419,HH-0087,cook_charge,SYN-01842,-11,0,211,0.451 kWh cooking charge,2025-06-21T08:22:00
LED-001420,HH-0087,orange_reward,SYN-01842,4,0,215,orange cooking behavior reward,2025-06-21T08:22:00
LED-001421,HH-0087,cook_charge,SYN-01886,-8,0,207,0.31 kWh cooking charge,2025-06-21T17:44:00
LED-001422,HH-0087,cook_charge,SYN-01974,-14,0,193,0.579 kWh cooking charge,2025-06-22T18:03:00
LED-001423,HH-0087,cook_charge,SYN-02064,-11,0,182,0.446 kWh cooking charge,2025-06-23T18:20:00
LED-001424,HH-0087,cook_charge,SYN-02106,-7,0,175,0.282 kWh cooking charge,2025-06-24T08:02:00
LED-001425,HH-0087,cook_charge,SYN-02142,-14,0,161,0.581 kWh cooking charge,2025-06-24T17:46:00
LED-001426,HH-0087,cook_charge,SYN-02201,-15,0,146,0.608 kWh cooking charge,2025-06-25T08:16:00
LED-001427,HH-0087,orange_reward,SYN-02201,5,0,151,orange cooking behavior reward,2025-06-25T08:16:00
LED-001428,HH-0087,cook_charge,SYN-02225,-13,0,138,0.53 kWh cooking charge,2025-06-25T12:51:00
LED-001429,HH-0087,green_reward,SYN-02225,16,0,154,green cooking behavior reward,2025-06-25T12:51:00
LED-001430,HH-0087,cook_charge,SYN-02245,-7,0,147,0.252 kWh cooking charge,2025-06-25T17:32:00
LED-001431,HH-0087,cook_charge,SYN-02299,-16,0,131,0.654 kWh cooking charge,2025-06-26T08:05:00
LED-001432,HH-0087,orange_reward,SYN-02299,5,0,136,orange cooking behavior reward,2025-06-26T08:05:00
