account_id,entity_id,account_type,date,sessions,kwh,preferred_cooking_hour,green_window_share,red_window_sessions,shifted_daytime_sessions,credits_earned,credits_spent,fuel_stacking_risk_flag,green_sessions,orange_sessions,red_sessions
BIZ-009,BIZ-009,commercial,2025-06-21,1,1.651,11,1.0,0,1,36,40,1,1,0,0
BIZ-009,BIZ-009,commercial,2025-06-22,2,6.048,6,0.5,1,1,88,146,1,1,0,1
BIZ-009,BIZ-009,commercial,2025-06-23,2,5.382,11,1.0,0,2,109,130,1,2,0,0
BIZ-009,BIZ-009,commercial,2025-06-24,1,0.811,11,1.0,0,1,21,20,1,1,0,0
BIZ-009,BIZ-009,commercial,2025-06-25,1,3.62,11,1.0,0,1,71,87,1,1,0,0
BIZ-009,BIZ-009,commercial,2025-06-26,2,4.29,6,0.0,2,0,0,104,1,0,0,2
BIZ-009,BIZ-009,commercial,2025-06-27,2,6.355,6,0.5,1,1,68,154,1,1,0,1
BIZ-009,BIZ-009,commercial,2025-06-28,2,2.939,6,0.0,2,0,0,72,1,0,0,2
BIZ-009,BIZ-009,commercial,2025-06-29,1,1.59,11,1.0,0,1,35,39,1,1,0,0
BIZ-009,BIZ-009,commercial,2025-06-30,2,2.425,6,0.5,1,1,16,60,1,1,0,1
BIZ-010,BIZ-010,commercial,2025-06-01,2,2.922,6,0.5,1,1,15,71,1,1,0,1
BIZ-010,BIZ-010,commercial,2025-06-02,1,0.817,6,0.0,1,0,0,20,1,0,0,1
BIZ-010,BIZ-010,commercial,2025-06-03,2,5.947,6,0.5,1,1,34,144,1,1,0,1
BIZ-010,BIZ-010,commercial,2025-06-04,1,2.099,6,0.0,1,0,0,51,1,0,0,1
BIZ-010,BIZ-010,commercial,2025-06-05,2,5.031,6,0.5,1,1,63,122,1,1,0,1
BIZ-010,BIZ-010,commercial,2025-06-06,2,2.481,11,1.0,0,2,57,60,1,2,0,0
BIZ-010,BIZ-010,commercial,2025-06-07,2,3.251,6,0.0,2,0,0,79,1,0,0,2
BIZ-010,BIZ-010,commercial,2025-06-08,2,2.845,6,0.0,2,0,0,69,1,0,0,2
BIZ-010,BIZ-010,commercial,2025-06-09,1,3.487,6,0.0,1,0,0,84,1,0,0,1
BIZ-010,BIZ-010,commercial,2025-06-10,2,4.94,6,0.5,1,1,42,120,1,1,0,1
BIZ-010,BIZ-010,commercial,2025-06-11,1,2.291,11,1.0,0,1,47,55,1,1,0,0
BIZ-010,BIZ-010,commercial,2025-06-12,1,1.251,11,1.0,0,1,29,31,1,1,0,0
BIZ-010,BIZ-010,commercial,2025-06-13,2,1.652,11,1.0,0,2,42,41,1,2,0,0
BIZ-010,BIZ-010,commercial,2025-06-14,2,4.374,6,0.5,1,1,41,106,1,1,0,1
BIZ-010,BIZ-010,commercial,2025-06-15,1,1.95,6,0.0,1,0,0,47,1,0,0,1
BIZ-010,BIZ-010,commercial,2025-06-16,2,5.161,6,0.5,1,1,69,125,1,1,0,1
BIZ-010,BIZ-010,commercial,2025-06-17,2,5.187,11,1.0,0,2,105,125,1,2,0,0
BIZ-010,BIZ-010,commercial,2025-06-18,2,4.698,6,0.5,1,1,47,114,1,1,0,1
BIZ-010,BIZ-010,commercial,2025-06-19,2,2.464,11,1.0,0,2,56,60,1,2,0,0
BIZ-010,BIZ-010,commercial,2025-06-20,2,3.755,11,1.0,0,2,79,91,1,2,0,0
BIZ-010,BIZ-010,commercial,2025-06-21,1,2.937,6,0.0,1,0,0,71,1,0,0,1
BIZ-010,BIZ-010,commercial,2025-06-22,2,2.646,6,0.5,1,1,40,64,1,1,0,1
BIZ-010,BIZ-010,commercial,2025-06-23,1,2.558,11,1.0,0,1,52,62,1,1,0,0
BIZ-010,BIZ-010,commercial,2025-06-24,2,6.807,6,0.5,1,1,80,165,1,1,0,1
BIZ-010,BIZ-010,commercial,2025-06-25,1,3.855,6,0.0,1,0,0,93,1,0,0,1
BIZ-010,BIZ-010,commercial,2025-06-26,2,5.048,11,1.0,0,2,103,122,1,2,0,0
BIZ-010,BIZ-010,commercial,2025-06-27,2,3.943,6,0.0,2,0,0,96,1,0,0,2
BIZ-010,BIZ-010,commercial,2025-06-28,2,8.349,6,0.5,1,1,87,202,1,1,0,1
BIZ-010,BIZ-010,commercial,2025-06-29,2,3.759,11,1.0,0,2,80,91,1,2,0,0
BIZ-010,BIZ-010,commercial,2025-06-30,2,4.065,6,0.0,2,0,0,98,1,0,0,2
HH-0007,HH-0007,household,2025-06-01,1,0.543,10,1.0,0,1,16,14,1,1,0,0
HH-0007,HH-0007,household,2025-06-02,0,0,,0,0,0,0,0,1,0,0,0
HH-0007,HH-0007,household,2025-06-03,0,0,,0,0,0,0,0,1,0,0,0
HH-0007,HH-0007,household,2025-06-04,3,1.87,13,0.333,2,1,15,47,1,1,0,2
HH-0007,HH-0007,household,2025-06-05,1,1.228,13,1.0,0,1,28,30,1,1,0,0
HH-0007,HH-0007,household,2025-06-06,0,0,,0,0,0,0,0,1,0,0,0
HH-0007,HH-0007,household,2025-06-07,1,1.595,17,0.0,1,0,0,39,1,0,0,1
HH-0007,HH-0007,household,2025-06-08,1,0.939,20,0.0,1,0,0,23,1,0,0,1
HH-0007,HH-0007,household,2025-06-09,3,1.477,12,0.667,1,2,36,37,1,2,0,1
HH-0007,HH-0007,household,2025-06-10,2,2.366,13,0.5,1,1,17,58,1,1,0,1
HH-0007,HH-0007,household,2025-06-11,4,5.919,20,0.5,2,2,112,144,1,2,0,2
HH-0007,HH-0007,household,2025-06-12,0,0,,0,0,0,0,0,1,0,0,0
HH-0007,HH-0007,household,2025-06-13,0,0,,0,0,0,0,0,1,0,0,0
HH-0007,HH-0007,household,2025-06-14,0,0,,0,0,0,0,0,1,0,0,0
HH-0007,HH-0007,household,2025-06-15,2,0.58,14,1.0,0,2,23,15,1,2,0,0
HH-0007,HH-0007,household,2025-06-16,2,0.436,13,0.5,1,1,13,12,1,1,0,1
HH-0007,HH-0007,household,2025-06-17,0,0,,0,0,0,0,0,1,0,0,0
HH-0007,HH-0007,household,2025-06-18,0,0,,0,0,0,0,0,1,0,0,0
HH-0007,HH-0007,household,2025-06-19,0,0,,0,0,0,0,0,1,0,0,0
HH-0007,HH-0007,household,2025-06-20,0,0,,0,0,0,0,0,1,0,0,0
HH-0007,HH-0007,household,2025-06-21,0,0,,0,0,0,0,0,1,0,0,0
HH-0007,HH-0007,household,2025-06-22,0,0,,0,0,0,0,0,1,0,0,0
HH-0007,HH-0007,household,2025-06-23,0,0,,0,0,0,0,0,1,0,0,0
HH-0007,HH-0007,household,2025-06-24,4,3.338,13,0.75,1,3,76,81,1,3,0,1
HH-0007,HH-0007,household,2025-06-25,4,5.303,13,0.75,1,3,97,130,1,3,0,1
HH-0007,HH-0007,household,2025-06-26,1,1.081,12,1.0,0,1,25,26,1,1,0,0
HH-0007,HH-0007,household,2025-06-27,0,0,,0,0,0,0,0,1,0,0,0
HH-0007,HH-0007,household,2025-06-28,6,5.684,23,0.167,3,1,80,136,1,1,2,3
HH-0007,HH-0007,household,2025-06-29,2,0.49,17,0.0,2,0,0,14,1,0,0,2
HH-0007,HH-0007,household,2025-06-30,1,2.107,12,1.0,0,1,44,51,1,1,0,0
HH-0010,HH-0010,household,2025-06-01,1,0.621,14,1.0,0,1,17,15,1,1,0,0
HH-0010,HH-0010,household,2025-06-02,4,1.637,11,0.5,2,2,17,41,1,2,0,2
HH-0010,HH-0010,household,2025-06-03,2,0.878,20,0.0,2,0,0,22,1,0,0,2
HH-0010,HH-0010,household,2025-06-04,2,0.701,9,0.0,0,0,6,17,1,0,2,0
HH-0010,HH-0010,household,2025-06-05,0,0,,0,0,0,0,0,1,0,0,0
HH-0010,HH-0010,household,2025-06-06,1,0.273,15,1.0,0,1,11,7,1,1,0,0
HH-0010,HH-0010,household,2025-06-07,0,0,,0,0,0,0,0,1,0,0,0
HH-0010,HH-0010,household,2025-06-08,1,0.4,15,1.0,0,1,13,10,1,1,0,0
HH-0010,HH-0010,household,2025-06-09,1,1.204,17,0.0,1,0,0,29,1,0,0,1
HH-0010,HH-0010,household,2025-06-10,1,0.161,21,0.0,1,0,0,4,1,0,0,1
HH-0010,HH-0010,household,2025-06-11,1,0.382,15,1.0,0,1,13,10,1,1,0,0
HH-0010,HH-0010,household,2025-06-12,1,0.299,22,0.0,1,0,0,8,1,0,0,1
HH-0010,HH-0010,household,2025-06-13,0,0,,0,0,0,0,0,1,0,0,0
HH-0010,HH-0010,household,2025-06-14,1,0.34,20,0.0,1,0,0,9,1,0,0,1
HH-0010,HH-0010,household,2025-06-15,1,0.43,19,0.0,1,0,0,11,1,0,0,1
HH-0010,HH-0010,household,2025-06-16,0,0,,0,0,0,0,0,1,0,0,0
HH-0010,HH-0010,household,2025-06-17,0,0,,0,0,0,0,0,1,0,0,0
HH-0010,HH-0010,household,2025-06-18,0,0,,0,0,0,0,0,1,0,0,0
HH-0010,HH-0010,household,2025-06-19,0,0,,0,0,0,0,0,1,0,0,0
HH-0010,HH-0010,household,2025-06-20,0,0,,0,0,0,0,0,1,0,0,0
HH-0010,HH-0010,household,2025-06-21,2,0.729,12,1.0,0,2,25,18,1,2,0,0
HH-0010,HH-0010,household,2025-06-22,0,0,,0,0,0,0,0,1,0,0,0
HH-0010,HH-0010,household,2025-06-23,1,0.078,9,0.0,0,0,1,2,1,0,1,0
HH-0010,HH-0010,household,2025-06-24,1,0.076,19,0.0,1,0,0,2,1,0,0,1
HH-0010,HH-0010,household,2025-06-25,0,0,,0,0,0,0,0,1,0,0,0
HH-0010,HH-0010,household,2025-06-26,0,0,,0,0,0,0,0,1,0,0,0
HH-0010,HH-0010,household,2025-06-27,0,0,,0,0,0,0,0,1,0,0,0
HH-0010,HH-0010,household,2025-06-28,4,2.019,13,0.75,0,3,44,50,1,3,1,0
HH-0010,HH-0010,household,2025-06-29,0,0,,0,0,0,0,0,1,0,0,0
HH-0010,HH-0010,household,2025-06-30,2,0.517,12,0.5,1,1,8,13,1,1,0,1
HH-0018,HH-0018,household,2025-06-01,0,0,,0,0,0,0,0,0,0,0,0
HH-0018,HH-0018,household,2025-06-02,0,0,,0,0,0,0,0,0,0,0,0
HH-0018,HH-0018,household,2025-06-03,0,0,,0,0,0,0,0,0,0,0,0
HH-0018,HH-0018,household,2025-06-04,0,0,,0,0,0,0,0,0,0,0,0
HH-0018,HH-0018,household,2025-06-05,1,0.11,5,0.0,1,0,0,3,0,0,0,1
HH-0018,HH-0018,household,2025-06-06,1,0.507,21,0.0,1,0,0,13,0,0,0,1
HH-0018,HH-0018,household,2025-06-07,1,0.213,16,0.0,0,1,2,6,0,0,1,0
HH-0018,HH-0018,household,2025-06-08,0,0,,0,0,0,0,0,0,0,0,0
HH-0018,HH-0018,household,2025-06-09,0,0,,0,0,0,0,0,0,0,0,0
HH-0018,HH-0018,household,2025-06-10,0,0,,0,0,0,0,0,0,0,0,0
HH-0018,HH-0018,household,2025-06-11,0,0,,0,0,0,0,0,0,0,0,0
HH-0018,HH-0018,household,2025-06-12,0,0,,0,0,0,0,0,0,0,0,0
HH-0018,HH-0018,household,2025-06-13,0,0,,0,0,0,0,0,0,0,0,0
HH-0018,HH-0018,household,2025-06-14,0,0,,0,0,0,0,0,0,0,0,0
HH-0018,HH-0018,household,2025-06-15,0,0,,0,0,0,0,0,0,0,0,0
HH-0018,HH-0018,household,2025-06-16,0,0,,0,0,0,0,0,0,0,0,0
HH-0018,HH-0018,household,2025-06-17,0,0,,0,0,0,0,0,0,0,0,0
HH-0018,HH-0018,household,2025-06-18,0,0,,0,0,0,0,0,0,0,0,0
HH-0018,HH-0018,household,2025-06-19,0,0,,0,0,0,0,0,0,0,0,0
HH-0018,HH-0018,household,2025-06-20,0,0,,0,0,0,0,0,0,0,0,0
HH-0018,HH-0018,household,2025-06-21,0,0,,0,0,0,0,0,0,0,0,0
HH-0018,HH-0018,household,2025-06-22,0,0,,0,0,0,0,0,0,0,0,0
HH-0018,HH-0018,household,2025-06-23,0,0,,0,0,0,0,0,0,0,0,0
HH-0018,HH-0018,household,2025-06-24,0,0,,0,0,0,0,0,0,0,0,0
HH-0018,HH-0018,household,2025-06-25,0,0,,0,0,0,0,0,0,0,0,0
HH-0018,HH-0018,household,2025-06-26,0,0,,0,0,0,0,0,0,0,0,0
HH-0018,HH-0018,household,2025-06-27,0,0,,0,0,0,0,0,0,0,0,0
HH-0018,HH-0018,household,2025-06-28,0,0,,0,0,0,0,0,0,0,0,0
HH-0018,HH-0018,household,2025-06-29,0,0,,0,0,0,0,0,0,0,0,0
HH-0018,HH-0018,household,2025-06-30,0,0,,0,0,0,0,0,0,0,0,0
HH-0020,HH-0020,household,2025-06-01,1,0.242,6,0.0,1,0,0,6,0,0,0,1
HH-0020,HH-0020,household,2025-06-02,4,0.741,6,0.5,2,2,19,20,0,2,0,2
HH-0020,HH-0020,household,2025-06-03,4,0.875,21,0.0,3,0,1,23,0,0,1,3
HH-0020,HH-0020,household,2025-06-04,1,0.19,9,0.0,0,0,2,5,0,0,1,0
HH-0020,HH-0020,household,2025-06-05,2,0.282,7,0.0,1,0,1,7,0,0,1,1
HH-0020,HH-0020,household,2025-06-06,2,0.307,7,0.0,0,0,2,9,0,0,2,0
HH-0020,HH-0020,household,2025-06-07,3,1.109,7,0.0,1,1,3,28,0,0,2,1
HH-0020,HH-0020,household,2025-06-08,2,0.809,6,0.0,1,0,2,20,0,0,1,1
HH-0020,HH-0020,household,2025-06-09,1,0.515,0,0.0,1,0,0,13,0,0,0,1
HH-0020,HH-0020,household,2025-06-10,4,1.287,7,0.5,1,2,25,33,0,2,1,1
HH-0020,HH-0020,household,2025-06-11,3,1.381,7,0.333,2,1,13,34,0,1,0,2
HH-0020,HH-0020,household,2025-06-12,3,0.848,8,0.667,0,2,25,21,0,2,1,0
HH-0020,HH-0020,household,2025-06-13,1,0.194,7,0.0,0,0,2,5,0,0,1,0
HH-0020,HH-0020,household,2025-06-14,2,0.25,10,0.5,1,1,9,7,0,1,0,1
HH-0020,HH-0020,household,2025-06-15,2,0.295,6,0.0,1,0,1,8,0,0,1,1
HH-0020,HH-0020,household,2025-06-16,2,0.696,9,0.0,1,0,2,17,0,0,1,1
HH-0020,HH-0020,household,2025-06-17,2,0.232,9,0.5,0,1,9,7,0,1,1,0
HH-0020,HH-0020,household,2025-06-18,2,0.611,8,0.0,1,0,2,16,0,0,1,1
HH-0020,HH-0020,household,2025-06-19,2,0.637,9,0.5,0,1,16,16,0,1,1,0
HH-0020,HH-0020,household,2025-06-20,2,0.237,8,0.0,0,0,2,7,0,0,2,0
HH-0020,HH-0020,household,2025-06-21,1,0.127,12,1.0,0,1,8,4,0,1,0,0
HH-0020,HH-0020,household,2025-06-22,1,0.149,8,0.0,0,0,1,4,0,0,1,0
HH-0020,HH-0020,household,2025-06-23,2,0.334,6,0.0,2,0,0,9,0,0,0,2
HH-0020,HH-0020,household,2025-06-24,4,0.641,6,0.5,2,2,16,18,0,2,0,2
HH-0020,HH-0020,household,2025-06-25,1,0.154,7,0.0,0,0,1,4,0,0,1,0
HH-0020,HH-0020,household,2025-06-26,2,0.716,7,0.5,0,1,17,18,0,1,1,0
HH-0020,HH-0020,household,2025-06-27,0,0,,0,0,0,0,0,0,0,0,0
HH-0020,HH-0020,household,2025-06-28,3,1.124,7,0.333,0,1,20,28,0,1,2,0
HH-0020,HH-0020,household,2025-06-29,3,0.674,8,0.667,0,2,23,17,0,2,1,0
HH-0020,HH-0020,household,2025-06-30,2,0.723,8,0.5,1,1,15,18,0,1,0,1
HH-0031,HH-0031,household,2025-06-01,1,0.492,15,1.0,0,1,15,12,1,1,0,0
HH-0031,HH-0031,household,2025-06-02,2,0.831,16,0.0,1,1,6,21,1,0,1,1
HH-0031,HH-0031,household,2025-06-03,1,0.288,15,1.0,0,1,11,7,1,1,0,0
HH-0031,HH-0031,household,2025-06-04,2,0.394,14,0.5,1,1,11,11,1,1,0,1
HH-0031,HH-0031,household,2025-06-05,0,0,,0,0,0,0,0,1,0,0,0
HH-0031,HH-0031,household,2025-06-06,2,0.79,14,0.5,1,1,18,20,1,1,0,1
HH-0031,HH-0031,household,2025-06-07,0,0,,0,0,0,0,0,1,0,0,0
HH-0031,HH-0031,household,2025-06-08,0,0,,0,0,0,0,0,1,0,0,0
HH-0031,HH-0031,household,2025-06-09,2,1.259,14,0.5,0,2,23,31,1,1,1,0
HH-0031,HH-0031,household,2025-06-10,0,0,,0,0,0,0,0,1,0,0,0
HH-0031,HH-0031,household,2025-06-11,0,0,,0,0,0,0,0,1,0,0,0
HH-0031,HH-0031,household,2025-06-12,0,0,,0,0,0,0,0,1,0,0,0
HH-0031,HH-0031,household,2025-06-13,1,0.125,22,0.0,1,0,0,3,1,0,0,1
HH-0031,HH-0031,household,2025-06-14,0,0,,0,0,0,0,0,1,0,0,0
HH-0031,HH-0031,household,2025-06-15,4,0.792,0,0.0,3,0,3,15,1,0,1,3
HH-0031,HH-0031,household,2025-06-16,2,1.129,18,0.0,2,0,0,34,1,0,0,2
HH-0031,HH-0031,household,2025-06-17,1,0.109,22,0.0,1,0,0,3,1,0,0,1
HH-0031,HH-0031,household,2025-06-18,0,0,,0,0,0,0,0,1,0,0,0
HH-0031,HH-0031,household,2025-06-19,0,0,,0,0,0,0,0,1,0,0,0
HH-0031,HH-0031,household,2025-06-20,1,0.129,22,0.0,1,0,0,4,1,0,0,1
HH-0031,HH-0031,household,2025-06-21,0,0,,0,0,0,0,0,1,0,0,0
HH-0031,HH-0031,household,2025-06-22,1,0.15,23,0.0,1,0,0,4,1,0,0,1
HH-0031,HH-0031,household,2025-06-23,0,0,,0,0,0,0,0,1,0,0,0
HH-0031,HH-0031,household,2025-06-24,0,0,,0,0,0,0,0,1,0,0,0
HH-0031,HH-0031,household,2025-06-25,3,1.491,0,0.333,2,1,29,37,1,1,0,2
HH-0031,HH-0031,household,2025-06-26,0,0,,0,0,0,0,0,1,0,0,0
HH-0031,HH-0031,household,2025-06-27,0,0,,0,0,0,0,0,1,0,0,0
HH-0031,HH-0031,household,2025-06-28,0,0,,0,0,0,0,0,1,0,0,0
HH-0031,HH-0031,household,2025-06-29,1,0.163,8,0.0,0,0,1,4,1,0,1,0
HH-0031,HH-0031,household,2025-06-30,1,0.117,0,0.0,1,0,0,3,1,0,0,1
HH-0034,HH-0034,household,2025-06-01,0,0,,0,0,0,0,0,1,0,0,0
HH-0034,HH-0034,household,2025-06-02,0,0,,0,0,0,0,0,1,0,0,0
HH-0034,HH-0034,household,2025-06-03,0,0,,0,0,0,0,0,1,0,0,0
HH-0034,HH-0034,household,2025-06-04,0,0,,0,0,0,0,0,1,0,0,0
HH-0034,HH-0034,household,2025-06-05,0,0,,0,0,0,0,0,1,0,0,0
HH-0034,HH-0034,household,2025-06-06,0,0,,0,0,0,0,0,1,0,0,0
HH-0034,HH-0034,household,2025-06-07,0,0,,0,0,0,0,0,1,0,0,0
HH-0034,HH-0034,household,2025-06-08,1,0.145,12,1.0,0,1,9,4,1,1,0,0
HH-0034,HH-0034,household,2025-06-09,0,0,,0,0,0,0,0,1,0,0,0
HH-0034,HH-0034,household,2025-06-10,2,0.816,7,0.0,1,0,2,20,1,0,1,1
HH-0034,HH-0034,household,2025-06-11,0,0,,0,0,0,0,0,1,0,0,0
HH-0034,HH-0034,household,2025-06-12,2,1.169,12,0.5,1,1,19,29,1,1,0,1
HH-0034,HH-0034,household,2025-06-13,0,0,,0,0,0,0,0,1,0,0,0
HH-0034,HH-0034,household,2025-06-14,1,0.26,12,1.0,0,1,11,7,1,1,0,0
HH-0034,HH-0034,household,2025-06-15,1,0.464,18,0.0,1,0,0,12,1,0,0,1
HH-0034,HH-0034,household,2025-06-16,0,0,,0,0,0,0,0,1,0,0,0
HH-0034,HH-0034,household,2025-06-17,0,0,,0,0,0,0,0,1,0,0,0
HH-0034,HH-0034,household,2025-06-18,1,0.377,18,0.0,1,0,0,10,1,0,0,1
HH-0034,HH-0034,household,2025-06-19,2,0.892,7,0.5,0,1,18,22,1,1,1,0
HH-0034,HH-0034,household,2025-06-20,0,0,,0,0,0,0,0,1,0,0,0
HH-0034,HH-0034,household,2025-06-21,0,0,,0,0,0,0,0,1,0,0,0
HH-0034,HH-0034,household,2025-06-22,0,0,,0,0,0,0,0,1,0,0,0
HH-0034,HH-0034,household,2025-06-23,0,0,,0,0,0,0,0,1,0,0,0
HH-0034,HH-0034,household,2025-06-24,1,0.457,12,1.0,0,1,14,11,1,1,0,0
HH-0034,HH-0034,household,2025-06-25,0,0,,0,0,0,0,0,1,0,0,0
HH-0034,HH-0034,household,2025-06-26,2,0.846,7,0.0,1,0,4,21,1,0,1,1
HH-0034,HH-0034,household,2025-06-27,1,0.799,12,1.0,0,1,20,20,1,1,0,0
HH-0034,HH-0034,household,2025-06-28,0,0,,0,0,0,0,0,1,0,0,0
HH-0034,HH-0034,household,2025-06-29,0,0,,0,0,0,0,0,1,0,0,0
HH-0034,HH-0034,household,2025-06-30,0,0,,0,0,0,0,0,1,0,0,0
HH-0047,HH-0047,household,2025-06-01,2,1.194,11,0.5,1,1,22,30,1,1,0,1
HH-0047,HH-0047,household,2025-06-02,2,1.134,7,0.5,0,1,20,28,1,1,1,0
HH-0047,HH-0047,household,2025-06-03,0,0,,0,0,0,0,0,1,0,0,0
HH-0047,HH-0047,household,2025-06-04,2,1.32,7,0.0,1,0,6,33,1,0,1,1
HH-0047,HH-0047,household,2025-06-05,2,0.84,7,0.0,1,0,5,21,1,0,1,1
HH-0047,HH-0047,household,2025-06-06,1,0.544,18,0.0,1,0,0,14,1,0,0,1
HH-0047,HH-0047,household,2025-06-07,2,0.638,7,0.0,1,0,3,17,1,0,1,1
HH-0047,HH-0047,household,2025-06-08,1,0.489,18,0.0,1,0,0,12,1,0,0,1
HH-0047,HH-0047,household,2025-06-09,1,0.121,7,0.0,1,0,0,3,1,0,0,1
HH-0047,HH-0047,household,2025-06-10,1,0.463,7,0.0,0,0,4,12,1,0,1,0
HH-0047,HH-0047,household,2025-06-11,1,0.27,18,0.0,1,0,0,7,1,0,0,1
HH-0047,HH-0047,household,2025-06-12,2,0.839,11,0.5,1,1,18,21,1,1,0,1
HH-0047,HH-0047,household,2025-06-13,1,0.566,7,0.0,0,0,5,14,1,0,1,0
HH-0047,HH-0047,household,2025-06-14,1,0.635,18,0.0,1,0,0,16,1,0,0,1
HH-0047,HH-0047,household,2025-06-15,1,0.353,11,1.0,0,1,12,9,1,1,0,0
HH-0047,HH-0047,household,2025-06-16,1,0.648,7,0.0,1,0,0,16,1,0,0,1
HH-0047,HH-0047,household,2025-06-17,2,0.941,11,0.5,1,1,15,23,1,1,0,1
HH-0047,HH-0047,household,2025-06-18,1,0.301,7,0.0,0,0,2,8,1,0,1,0
HH-0047,HH-0047,household,2025-06-19,2,0.521,7,0.5,0,1,12,13,1,1,1,0
HH-0047,HH-0047,household,2025-06-20,3,0.886,7,0.333,1,1,14,22,1,1,1,1
HH-0047,HH-0047,household,2025-06-21,3,1.205,7,0.333,1,1,15,31,1,1,1,1
HH-0047,HH-0047,household,2025-06-22,0,0,,0,0,0,0,0,1,0,0,0
HH-0047,HH-0047,household,2025-06-23,1,0.338,7,0.0,1,0,0,9,1,0,0,1
HH-0047,HH-0047,household,2025-06-24,2,0.553,7,0.0,2,0,0,14,1,0,0,2
HH-0047,HH-0047,household,2025-06-25,1,0.772,7,0.0,0,0,6,19,1,0,1,0
HH-0047,HH-0047,household,2025-06-26,1,0.446,18,0.0,1,0,0,11,1,0,0,1
HH-0047,HH-0047,household,2025-06-27,2,0.968,7,0.5,0,1,18,24,1,1,1,0
HH-0047,HH-0047,household,2025-06-28,1,0.302,7,0.0,0,0,2,8,1,0,1,0
HH-0047,HH-0047,household,2025-06-29,0,0,,0,0,0,0,0,1,0,0,0
HH-0047,HH-0047,household,2025-06-30,1,0.457,18,0.0,1,0,0,11,1,0,0,1
HH-0063,HH-0063,household,2025-06-01,1,0.349,11,1.0,0,1,12,9,1,1,0,0
HH-0063,HH-0063,household,2025-06-02,2,0.708,6,0.5,1,1,14,18,1,1,0,1
HH-0063,HH-0063,household,2025-06-03,2,0.623,6,0.5,1,1,9,16,1,1,0,1
HH-0063,HH-0063,household,2025-06-04,1,0.69,11,1.0,0,1,18,17,1,1,0,0
HH-0063,HH-0063,household,2025-06-05,2,0.483,6,0.5,1,1,10,12,1,1,0,1
HH-0063,HH-0063,household,2025-06-06,1,0.223,6,0.0,1,0,0,6,1,0,0,1
HH-0063,HH-0063,household,2025-06-07,2,0.525,6,0.5,1,1,11,14,1,1,0,1
HH-0063,HH-0063,household,2025-06-08,2,0.872,6,0.0,2,0,0,22,1,0,0,2
HH-0063,HH-0063,household,2025-06-09,3,1.06,6,0.333,2,1,12,27,1,1,0,2
HH-0063,HH-0063,household,2025-06-10,1,0.346,6,0.0,1,0,0,9,1,0,0,1
HH-0063,HH-0063,household,2025-06-11,3,0.788,6,0.333,2,1,11,21,1,1,0,2
HH-0063,HH-0063,household,2025-06-12,1,0.267,6,0.0,1,0,0,7,1,0,0,1
HH-0063,HH-0063,household,2025-06-13,1,0.295,11,1.0,0,1,11,8,1,1,0,0
HH-0063,HH-0063,household,2025-06-14,2,0.873,6,0.5,1,1,15,22,1,1,0,1
HH-0063,HH-0063,household,2025-06-15,2,0.743,11,0.5,1,1,12,19,1,1,0,1
HH-0063,HH-0063,household,2025-06-16,0,0,,0,0,0,0,0,1,0,0,0
HH-0063,HH-0063,household,2025-06-17,1,0.35,19,0.0,1,0,0,9,1,0,0,1
HH-0063,HH-0063,household,2025-06-18,1,0.278,19,0.0,1,0,0,7,1,0,0,1
HH-0063,HH-0063,household,2025-06-19,0,0,,0,0,0,0,0,1,0,0,0
HH-0063,HH-0063,household,2025-06-20,2,0.664,11,0.5,1,1,12,17,1,1,0,1
HH-0063,HH-0063,household,2025-06-21,1,0.68,6,0.0,1,0,0,17,1,0,0,1
HH-0063,HH-0063,household,2025-06-22,2,0.933,6,0.0,2,0,0,23,1,0,0,2
HH-0063,HH-0063,household,2025-06-23,2,0.517,6,0.0,2,0,0,14,1,0,0,2
HH-0063,HH-0063,household,2025-06-24,3,1.313,6,0.333,2,1,19,33,1,1,0,2
HH-0063,HH-0063,household,2025-06-25,1,0.656,11,1.0,0,1,18,16,1,1,0,0
HH-0063,HH-0063,household,2025-06-26,3,1.485,6,0.333,2,1,12,37,1,1,0,2
HH-0063,HH-0063,household,2025-06-27,1,0.249,19,0.0,1,0,0,6,1,0,0,1
HH-0063,HH-0063,household,2025-06-28,3,0.944,6,0.333,2,1,17,24,1,1,0,2
HH-0063,HH-0063,household,2025-06-29,1,0.384,6,0.0,1,0,0,10,1,0,0,1
HH-0063,HH-0063,household,2025-06-30,2,0.741,6,0.5,1,1,14,19,1,1,0,1
HH-0067,HH-0067,household,2025-06-01,1,0.195,7,0.0,0,0,2,5,1,0,1,0
HH-0067,HH-0067,household,2025-06-02,1,0.519,7,0.0,0,0,4,13,1,0,1,0
HH-0067,HH-0067,household,2025-06-03,2,1.028,13,0.5,1,1,13,25,1,1,0,1
HH-0067,HH-0067,household,2025-06-04,1,0.348,7,0.0,0,0,3,9,1,0,1,0
HH-0067,HH-0067,household,2025-06-05,1,0.131,13,1.0,0,1,8,4,1,1,0,0
HH-0067,HH-0067,household,2025-06-06,2,0.706,7,0.0,1,0,2,18,1,0,1,1
HH-0067,HH-0067,household,2025-06-07,1,0.732,13,1.0,0,1,19,18,1,1,0,0
HH-0067,HH-0067,household,2025-06-08,3,1.414,7,0.333,1,1,19,35,1,1,1,1
HH-0067,HH-0067,household,2025-06-09,1,0.707,13,1.0,0,1,19,17,1,1,0,0
HH-0067,HH-0067,household,2025-06-10,1,0.459,18,0.0,1,0,0,12,1,0,0,1
