session_id,account_id,entity_id,account_type,cooker_id,plug,observed_group,source,start_at,end_at,date,start_hour_eat,duration_minutes,kwh,avg_w,peak_w,slot_color,shifted_daytime
OBS-013-0066,HH-0018,HH-0018,household,C-OBS-013,013,E,observed_smartplug,2025-06-05T05:59:21.737000,2025-06-05T06:03:39.712000,2025-06-05,5,4.3,0.11,1541.6,1564.2,red,0
SYN-00392,HH-0205,HH-0205,household,C-SYN-HH-0205,,,synthetic_profile,2025-06-05T06:00:00,2025-06-05T06:34:00,2025-06-05,6,34,0.499,880.6,1621,red,0
SYN-00393,BIZ-010,BIZ-010,commercial,C-SYN-BIZ-010,,,synthetic_profile,2025-06-05T06:05:00,2025-06-05T07:25:00,2025-06-05,6,80,1.845,1383.8,1886,red,0
SYN-00394,HH-0063,HH-0063,household,C-SYN-HH-0063,,,synthetic_profile,2025-06-05T06:05:00,2025-06-05T06:28:00,2025-06-05,6,23,0.279,727.8,1847,red,0
SYN-00395,BIZ-009,BIZ-009,commercial,C-SYN-BIZ-009,,,synthetic_profile,2025-06-05T06:10:00,2025-06-05T07:22:00,2025-06-05,6,72,1.74,1450.0,2053,red,0
SYN-00396,HH-0207,HH-0207,household,C-SYN-HH-0207,,,synthetic_profile,2025-06-05T06:10:00,2025-06-05T07:06:00,2025-06-05,6,56,0.437,468.2,2022,red,0
SYN-00397,HH-0163,HH-0163,household,C-SYN-HH-0163,,,synthetic_profile,2025-06-05T06:15:00,2025-06-05T06:58:00,2025-06-05,6,43,0.221,308.4,1685,red,0
SYN-00398,HH-0303,HH-0303,household,C-SYN-HH-0303,,,synthetic_profile,2025-06-05T06:15:00,2025-06-05T07:11:00,2025-06-05,6,56,0.855,916.1,1119,red,0
SYN-00399,BIZ-001,BIZ-001,commercial,C-SYN-BIZ-001,,,synthetic_profile,2025-06-05T06:20:00,2025-06-05T08:33:00,2025-06-05,6,133,4.099,1849.2,1862,red,0
SYN-00400,BIZ-006,BIZ-006,commercial,C-SYN-BIZ-006,,,synthetic_profile,2025-06-05T06:20:00,2025-06-05T08:28:00,2025-06-05,6,128,3.861,1809.8,2018,red,0
SYN-00401,BIZ-008,BIZ-008,commercial,C-SYN-BIZ-008,,,synthetic_profile,2025-06-05T06:20:00,2025-06-05T07:21:00,2025-06-05,6,61,0.988,971.8,1585,red,0
SYN-00402,HH-0257,HH-0257,household,C-SYN-HH-0257,,,synthetic_profile,2025-06-05T06:20:00,2025-06-05T07:03:00,2025-06-05,6,43,0.668,932.1,1106,red,0
SYN-00403,HH-0262,HH-0262,household,C-SYN-HH-0262,,,synthetic_profile,2025-06-05T06:20:00,2025-06-05T07:05:00,2025-06-05,6,45,0.212,282.7,1046,red,0
SYN-00404,HH-0286,HH-0286,household,C-SYN-HH-0286,,,synthetic_profile,2025-06-05T06:20:00,2025-06-05T06:45:00,2025-06-05,6,25,0.316,758.4,1437,red,0
SYN-00405,BIZ-007,BIZ-007,commercial,C-SYN-BIZ-007,,,synthetic_profile,2025-06-05T06:30:00,2025-06-05T08:33:00,2025-06-05,6,123,2.271,1107.8,2094,red,0
SYN-00406,BIZ-004,BIZ-004,commercial,C-SYN-BIZ-004,,,synthetic_profile,2025-06-05T06:40:00,2025-06-05T07:40:00,2025-06-05,6,60,1.443,1443.0,1552,red,0
SYN-00407,BIZ-009,BIZ-009,commercial,C-SYN-BIZ-009,,,synthetic_profile,2025-06-05T06:40:00,2025-06-05T07:30:00,2025-06-05,6,50,1.631,1957.2,2166,red,0
SYN-00408,HH-0120,HH-0120,household,C-SYN-HH-0120,,,synthetic_profile,2025-06-05T06:40:00,2025-06-05T07:14:00,2025-06-05,6,34,0.474,836.5,1370,red,0
SYN-00409,HH-0281,HH-0281,household,C-SYN-HH-0281,,,synthetic_profile,2025-06-05T07:00:00,2025-06-05T07:31:00,2025-06-05,7,31,0.293,567.1,1666,orange,0
SYN-00410,HH-0188,HH-0188,household,C-SYN-HH-0188,,,synthetic_profile,2025-06-05T07:30:00,2025-06-05T07:50:00,2025-06-05,7,20,0.275,825.0,1536,orange,0
SYN-00411,HH-0374,HH-0374,household,C-SYN-HH-0374,,,synthetic_profile,2025-06-05T07:30:00,2025-06-05T07:48:00,2025-06-05,7,18,0.088,293.3,1724,orange,0
OBS-015-0079,HH-0020,HH-0020,household,C-OBS-015,015,F,observed_smartplug,2025-06-05T07:35:36.491000,2025-06-05T07:44:00.506000,2025-06-05,7,8.4,0.158,1130.4,1144.4,orange,0
SYN-00413,HH-0047,HH-0047,household,C-SYN-HH-0047,,,synthetic_profile,2025-06-05T07:40:00,2025-06-05T08:27:00,2025-06-05,7,47,0.613,782.6,1414,orange,0
SYN-00414,HH-0570,HH-0570,household,C-SYN-HH-0570,,,synthetic_profile,2025-06-05T07:40:00,2025-06-05T08:00:00,2025-06-05,7,20,0.287,861.0,1500,orange,0
SYN-00415,HH-0088,HH-0088,household,C-SYN-HH-0088,,,synthetic_profile,2025-06-05T08:00:00,2025-06-05T08:25:00,2025-06-05,8,25,0.139,333.6,1183,orange,0
SYN-00416,HH-0473,HH-0473,household,C-SYN-HH-0473,,,synthetic_profile,2025-06-05T08:00:00,2025-06-05T08:58:00,2025-06-05,8,58,0.444,459.3,1827,orange,0
SYN-00417,HH-0497,HH-0497,household,C-SYN-HH-0497,,,synthetic_profile,2025-06-05T08:30:00,2025-06-05T09:07:00,2025-06-05,8,37,0.404,655.1,1416,orange,0
SYN-00418,BIZ-003,BIZ-003,commercial,C-SYN-BIZ-003,,,synthetic_profile,2025-06-05T10:15:00,2025-06-05T12:10:00,2025-06-05,10,115,1.951,1017.9,1820,green,1
SYN-00419,BIZ-005,BIZ-005,commercial,C-SYN-BIZ-005,,,synthetic_profile,2025-06-05T10:15:00,2025-06-05T11:06:00,2025-06-05,10,51,1.657,1949.4,2020,green,1
SYN-00420,BIZ-005,BIZ-005,commercial,C-SYN-BIZ-005,,,synthetic_profile,2025-06-05T10:20:00,2025-06-05T11:51:00,2025-06-05,10,91,1.952,1287.0,1877,green,1
SYN-00421,BIZ-002,BIZ-002,commercial,C-SYN-BIZ-002,,,synthetic_profile,2025-06-05T11:05:00,2025-06-05T12:01:00,2025-06-05,11,56,0.769,823.9,2154,green,1
SYN-00422,HH-0274,HH-0274,household,C-SYN-HH-0274,,,synthetic_profile,2025-06-05T11:05:00,2025-06-05T11:33:00,2025-06-05,11,28,0.191,409.3,1752,green,1
SYN-00423,BIZ-010,BIZ-010,commercial,C-SYN-BIZ-010,,,synthetic_profile,2025-06-05T11:10:00,2025-06-05T13:07:00,2025-06-05,11,117,3.186,1633.8,1658,green,1
SYN-00424,HH-0088,HH-0088,household,C-SYN-HH-0088,,,synthetic_profile,2025-06-05T11:15:00,2025-06-05T11:51:00,2025-06-05,11,36,0.379,631.7,1414,green,1
SYN-00425,HH-0063,HH-0063,household,C-SYN-HH-0063,,,synthetic_profile,2025-06-05T11:20:00,2025-06-05T11:52:00,2025-06-05,11,32,0.204,382.5,1135,green,1
SYN-00426,HH-0377,HH-0377,household,C-SYN-HH-0377,,,synthetic_profile,2025-06-05T11:30:00,2025-06-05T12:35:00,2025-06-05,11,65,0.349,322.2,1821,green,1
SYN-00427,BIZ-002,BIZ-002,commercial,C-SYN-BIZ-002,,,synthetic_profile,2025-06-05T11:40:00,2025-06-05T13:05:00,2025-06-05,11,85,2.753,1943.3,1985,green,1
SYN-00428,HH-0262,HH-0262,household,C-SYN-HH-0262,,,synthetic_profile,2025-06-05T12:00:00,2025-06-05T12:52:00,2025-06-05,12,52,0.723,834.2,1945,green,1
SYN-00429,HH-0428,HH-0428,household,C-SYN-HH-0428,,,synthetic_profile,2025-06-05T12:00:00,2025-06-05T12:39:00,2025-06-05,12,39,0.266,409.2,1043,green,1
SYN-00430,HH-0473,HH-0473,household,C-SYN-HH-0473,,,synthetic_profile,2025-06-05T12:00:00,2025-06-05T12:45:00,2025-06-05,12,45,0.304,405.3,1933,green,1
SYN-00431,HH-0563,HH-0563,household,C-SYN-HH-0563,,,synthetic_profile,2025-06-05T12:05:00,2025-06-05T13:08:00,2025-06-05,12,63,0.644,613.3,1231,green,1
SYN-00432,HH-0282,HH-0282,household,C-SYN-HH-0282,,,synthetic_profile,2025-06-05T12:20:00,2025-06-05T12:49:00,2025-06-05,12,29,0.228,471.7,2067,green,1
SYN-00433,HH-0289,HH-0289,household,C-SYN-HH-0289,,,synthetic_profile,2025-06-05T12:20:00,2025-06-05T13:02:00,2025-06-05,12,42,0.421,601.4,1568,green,1
SYN-00434,HH-0125,HH-0125,household,C-SYN-HH-0125,,,synthetic_profile,2025-06-05T12:30:00,2025-06-05T13:26:00,2025-06-05,12,56,0.791,847.5,1092,green,1
SYN-00435,HH-0133,HH-0133,household,C-SYN-HH-0133,,,synthetic_profile,2025-06-05T12:30:00,2025-06-05T13:01:00,2025-06-05,12,31,0.184,356.1,2079,green,1
SYN-00436,HH-0207,HH-0207,household,C-SYN-HH-0207,,,synthetic_profile,2025-06-05T12:30:00,2025-06-05T13:17:00,2025-06-05,12,47,0.431,550.2,2069,green,1
SYN-00437,HH-0381,HH-0381,household,C-SYN-HH-0381,,,synthetic_profile,2025-06-05T12:40:00,2025-06-05T13:21:00,2025-06-05,12,41,0.263,384.9,1316,green,1
SYN-00438,HH-0323,HH-0323,household,C-SYN-HH-0323,,,synthetic_profile,2025-06-05T13:05:00,2025-06-05T13:47:00,2025-06-05,13,42,0.349,498.6,1584,green,1
SYN-00439,HH-0205,HH-0205,household,C-SYN-HH-0205,,,synthetic_profile,2025-06-05T13:10:00,2025-06-05T13:41:00,2025-06-05,13,31,0.248,480.0,1775,green,1
SYN-00440,HH-0281,HH-0281,household,C-SYN-HH-0281,,,synthetic_profile,2025-06-05T13:10:00,2025-06-05T13:43:00,2025-06-05,13,33,0.238,432.7,1136,green,1
SYN-00441,HH-0527,HH-0527,household,C-SYN-HH-0527,,,synthetic_profile,2025-06-05T13:10:00,2025-06-05T13:46:00,2025-06-05,13,36,0.441,735.0,900,green,1
SYN-00442,HH-0257,HH-0257,household,C-SYN-HH-0257,,,synthetic_profile,2025-06-05T13:15:00,2025-06-05T13:59:00,2025-06-05,13,44,0.354,482.7,1452,green,1
SYN-00443,HH-0187,HH-0187,household,C-SYN-HH-0187,,,synthetic_profile,2025-06-05T13:20:00,2025-06-05T13:49:00,2025-06-05,13,29,0.391,809.0,1685,green,1
SYN-00444,HH-0279,HH-0279,household,C-SYN-HH-0279,,,synthetic_profile,2025-06-05T13:30:00,2025-06-05T13:52:00,2025-06-05,13,22,0.283,771.8,1387,green,1
SYN-00445,HH-0067,HH-0067,household,C-SYN-HH-0067,,,synthetic_profile,2025-06-05T13:40:00,2025-06-05T14:08:00,2025-06-05,13,28,0.131,280.7,1894,green,1
SYN-00446,HH-0140,HH-0140,household,C-SYN-HH-0140,,,synthetic_profile,2025-06-05T13:40:00,2025-06-05T14:20:00,2025-06-05,13,40,0.599,898.5,1102,green,1
OBS-002-0001,HH-0007,HH-0007,household,C-OBS-002,002,B,observed_smartplug,2025-06-05T13:58:08.663000,2025-06-05T15:09:32.669000,2025-06-05,13,71.4,1.228,1031.8,1064.6,green,1
SYN-00448,HH-0403,HH-0403,household,C-SYN-HH-0403,,,synthetic_profile,2025-06-05T14:10:00,2025-06-05T15:10:00,2025-06-05,14,60,0.362,362.0,1135,green,1
SYN-00449,BIZ-004,BIZ-004,commercial,C-SYN-BIZ-004,,,synthetic_profile,2025-06-05T17:00:00,2025-06-05T17:51:00,2025-06-05,17,51,0.883,1038.8,1628,red,0
SYN-00450,HH-0187,HH-0187,household,C-SYN-HH-0187,,,synthetic_profile,2025-06-05T17:00:00,2025-06-05T17:51:00,2025-06-05,17,51,0.539,634.1,1716,red,0
SYN-00451,HH-0488,HH-0488,household,C-SYN-HH-0488,,,synthetic_profile,2025-06-05T17:05:00,2025-06-05T17:55:00,2025-06-05,17,50,0.543,651.6,1373,red,0
SYN-00452,BIZ-007,BIZ-007,commercial,C-SYN-BIZ-007,,,synthetic_profile,2025-06-05T17:10:00,2025-06-05T17:55:00,2025-06-05,17,45,1.412,1882.7,2137,red,0
SYN-00453,HH-0254,HH-0254,household,C-SYN-HH-0254,,,synthetic_profile,2025-06-05T17:10:00,2025-06-05T17:45:00,2025-06-05,17,35,0.365,625.7,2036,red,0
SYN-00454,HH-0416,HH-0416,household,C-SYN-HH-0416,,,synthetic_profile,2025-06-05T17:10:00,2025-06-05T17:49:00,2025-06-05,17,39,0.536,824.6,1440,red,0
SYN-00455,BIZ-007,BIZ-007,commercial,C-SYN-BIZ-007,,,synthetic_profile,2025-06-05T17:15:00,2025-06-05T19:29:00,2025-06-05,17,134,2.412,1080.0,1554,red,0
SYN-00456,HH-0131,HH-0131,household,C-SYN-HH-0131,,,synthetic_profile,2025-06-05T17:15:00,2025-06-05T17:35:00,2025-06-05,17,20,0.247,741.0,1826,red,0
SYN-00457,HH-0428,HH-0428,household,C-SYN-HH-0428,,,synthetic_profile,2025-06-05T17:15:00,2025-06-05T17:57:00,2025-06-05,17,42,0.595,850.0,995,red,0
SYN-00458,BIZ-008,BIZ-008,commercial,C-SYN-BIZ-008,,,synthetic_profile,2025-06-05T17:20:00,2025-06-05T18:59:00,2025-06-05,17,99,3.225,1954.5,1653,red,0
SYN-00459,HH-0370,HH-0370,household,C-SYN-HH-0370,,,synthetic_profile,2025-06-05T17:30:00,2025-06-05T18:09:00,2025-06-05,17,39,0.362,556.9,1126,red,0
SYN-00460,BIZ-006,BIZ-006,commercial,C-SYN-BIZ-006,,,synthetic_profile,2025-06-05T17:40:00,2025-06-05T20:06:00,2025-06-05,17,146,4.931,2026.4,1339,red,0
SYN-00461,HH-0281,HH-0281,household,C-SYN-HH-0281,,,synthetic_profile,2025-06-05T18:00:00,2025-06-05T18:58:00,2025-06-05,18,58,0.802,829.7,966,red,0
SYN-00462,HH-0047,HH-0047,household,C-SYN-HH-0047,,,synthetic_profile,2025-06-05T18:05:00,2025-06-05T18:24:00,2025-06-05,18,19,0.227,716.8,1939,red,0
SYN-00463,HH-0071,HH-0071,household,C-SYN-HH-0071,,,synthetic_profile,2025-06-05T18:05:00,2025-06-05T18:23:00,2025-06-05,18,18,0.119,396.7,1089,red,0
SYN-00464,HH-0275,HH-0275,household,C-SYN-HH-0275,,,synthetic_profile,2025-06-05T18:05:00,2025-06-05T18:43:00,2025-06-05,18,38,0.255,402.6,1199,red,0
SYN-00465,HH-0084,HH-0084,household,C-SYN-HH-0084,,,synthetic_profile,2025-06-05T18:20:00,2025-06-05T18:40:00,2025-06-05,18,20,0.156,468.0,1254,red,0
SYN-00466,HH-0229,HH-0229,household,C-SYN-HH-0229,,,synthetic_profile,2025-06-05T18:20:00,2025-06-05T19:02:00,2025-06-05,18,42,0.507,724.3,1317,red,0
SYN-00467,HH-0140,HH-0140,household,C-SYN-HH-0140,,,synthetic_profile,2025-06-05T18:30:00,2025-06-05T19:27:00,2025-06-05,18,57,0.847,891.6,1988,red,0
SYN-00468,HH-0303,HH-0303,household,C-SYN-HH-0303,,,synthetic_profile,2025-06-05T18:40:00,2025-06-05T19:33:00,2025-06-05,18,53,0.417,472.1,1593,red,0
SYN-00469,HH-0554,HH-0554,household,C-SYN-HH-0554,,,synthetic_profile,2025-06-05T18:40:00,2025-06-05T18:59:00,2025-06-05,18,19,0.208,656.8,2001,red,0
SYN-00470,HH-0205,HH-0205,household,C-SYN-HH-0205,,,synthetic_profile,2025-06-05T19:00:00,2025-06-05T19:18:00,2025-06-05,19,18,0.248,826.7,1124,red,0
SYN-00471,HH-0165,HH-0165,household,C-SYN-HH-0165,,,synthetic_profile,2025-06-05T19:05:00,2025-06-05T19:37:00,2025-06-05,19,32,0.289,541.9,1056,red,0
SYN-00472,HH-0289,HH-0289,household,C-SYN-HH-0289,,,synthetic_profile,2025-06-05T19:10:00,2025-06-05T19:34:00,2025-06-05,19,24,0.253,632.5,975,red,0
SYN-00473,HH-0563,HH-0563,household,C-SYN-HH-0563,,,synthetic_profile,2025-06-05T19:10:00,2025-06-05T19:40:00,2025-06-05,19,30,0.14,280.0,1784,red,0
SYN-00474,HH-0564,HH-0564,household,C-SYN-HH-0564,,,synthetic_profile,2025-06-05T19:30:00,2025-06-05T20:17:00,2025-06-05,19,47,0.348,444.3,1261,red,0
SYN-00475,HH-0339,HH-0339,household,C-SYN-HH-0339,,,synthetic_profile,2025-06-05T19:40:00,2025-06-05T19:58:00,2025-06-05,19,18,0.203,676.7,1443,red,0
SYN-00476,HH-0279,HH-0279,household,C-SYN-HH-0279,,,synthetic_profile,2025-06-05T20:10:00,2025-06-05T20:55:00,2025-06-05,20,45,0.578,770.7,2086,red,0
SYN-00477,HH-0527,HH-0527,household,C-SYN-HH-0527,,,synthetic_profile,2025-06-05T20:40:00,2025-06-05T21:18:00,2025-06-05,20,38,0.393,620.5,1342,red,0
OBS-015-0080,HH-0020,HH-0020,household,C-OBS-015,015,F,observed_smartplug,2025-06-05T23:27:32.501000,2025-06-05T23:34:08.506000,2025-06-05,23,6.6,0.124,1127.2,1140.6,red,0
SYN-00479,BIZ-001,BIZ-001,commercial,C-SYN-BIZ-001,,,synthetic_profile,2025-06-06T06:00:00,2025-06-06T08:21:00,2025-06-06,6,141,4.241,1804.7,1155,red,0
SYN-00480,HH-0063,HH-0063,household,C-SYN-HH-0063,,,synthetic_profile,2025-06-06T06:05:00,2025-06-06T06:23:00,2025-06-06,6,18,0.223,743.3,1939,red,0
SYN-00481,HH-0467,HH-0467,household,C-SYN-HH-0467,,,synthetic_profile,2025-06-06T06:05:00,2025-06-06T06:35:00,2025-06-06,6,30,0.278,556.0,1950,red,0
SYN-00482,HH-0257,HH-0257,household,C-SYN-HH-0257,,,synthetic_profile,2025-06-06T06:10:00,2025-06-06T06:53:00,2025-06-06,6,43,0.667,930.7,1369,red,0
SYN-00483,HH-0140,HH-0140,household,C-SYN-HH-0140,,,synthetic_profile,2025-06-06T06:15:00,2025-06-06T07:00:00,2025-06-06,6,45,0.579,772.0,982,red,0
SYN-00484,HH-0274,HH-0274,household,C-SYN-HH-0274,,,synthetic_profile,2025-06-06T06:15:00,2025-06-06T06:42:00,2025-06-06,6,27,0.277,615.6,1364,red,0
SYN-00485,HH-0303,HH-0303,household,C-SYN-HH-0303,,,synthetic_profile,2025-06-06T06:20:00,2025-06-06T07:12:00,2025-06-06,6,52,0.256,295.4,942,red,0
SYN-00486,HH-0370,HH-0370,household,C-SYN-HH-0370,,,synthetic_profile,2025-06-06T06:20:00,2025-06-06T07:14:00,2025-06-06,6,54,0.665,738.9,1835,red,0
SYN-00487,HH-0165,HH-0165,household,C-SYN-HH-0165,,,synthetic_profile,2025-06-06T06:30:00,2025-06-06T07:10:00,2025-06-06,6,40,0.523,784.5,1125,red,0
SYN-00488,HH-0205,HH-0205,household,C-SYN-HH-0205,,,synthetic_profile,2025-06-06T06:30:00,2025-06-06T07:10:00,2025-06-06,6,40,0.371,556.5,933,red,0
SYN-00489,BIZ-006,BIZ-006,commercial,C-SYN-BIZ-006,,,synthetic_profile,2025-06-06T06:40:00,2025-06-06T08:57:00,2025-06-06,6,137,4.162,1822.8,2054,red,0
SYN-00490,HH-0067,HH-0067,household,C-SYN-HH-0067,,,synthetic_profile,2025-06-06T07:00:00,2025-06-06T07:46:00,2025-06-06,7,46,0.259,337.8,1930,orange,0
SYN-00491,HH-0084,HH-0084,household,C-SYN-HH-0084,,,synthetic_profile,2025-06-06T07:00:00,2025-06-06T07:42:00,2025-06-06,7,42,0.566,808.6,1977,orange,0
SYN-00492,HH-0188,HH-0188,household,C-SYN-HH-0188,,,synthetic_profile,2025-06-06T07:00:00,2025-06-06T07:28:00,2025-06-06,7,28,0.318,681.4,1690,orange,0
SYN-00493,HH-0570,HH-0570,household,C-SYN-HH-0570,,,synthetic_profile,2025-06-06T07:05:00,2025-06-06T07:49:00,2025-06-06,7,44,0.658,897.3,1515,orange,0
OBS-015-0081,HH-0020,HH-0020,household,C-OBS-015,015,F,observed_smartplug,2025-06-06T07:07:48.504000,2025-06-06T07:14:30.534000,2025-06-06,7,6.7,0.126,1130.7,1144.5,orange,0
SYN-00495,HH-0087,HH-0087,household,C-SYN-HH-0087,,,synthetic_profile,2025-06-06T07:10:00,2025-06-06T07:50:00,2025-06-06,7,40,0.385,577.5,1192,orange,0
SYN-00496,HH-0071,HH-0071,household,C-SYN-HH-0071,,,synthetic_profile,2025-06-06T07:15:00,2025-06-06T07:47:00,2025-06-06,7,32,0.26,487.5,2063,orange,0
SYN-00497,HH-0488,HH-0488,household,C-SYN-HH-0488,,,synthetic_profile,2025-06-06T07:15:00,2025-06-06T07:38:00,2025-06-06,7,23,0.31,808.7,1569,orange,0
SYN-00498,HH-0374,HH-0374,household,C-SYN-HH-0374,,,synthetic_profile,2025-06-06T07:30:00,2025-06-06T08:10:00,2025-06-06,7,40,0.404,606.0,1496,orange,0
SYN-00499,HH-0281,HH-0281,household,C-SYN-HH-0281,,,synthetic_profile,2025-06-06T07:40:00,2025-06-06T08:27:00,2025-06-06,7,47,0.488,623.0,1386,orange,0
SYN-00500,HH-0323,HH-0323,household,C-SYN-HH-0323,,,synthetic_profile,2025-06-06T07:40:00,2025-06-06T08:08:00,2025-06-06,7,28,0.41,878.6,1158,orange,0
OBS-015-0082,HH-0020,HH-0020,household,C-OBS-015,015,F,observed_smartplug,2025-06-06T08:26:14.513000,2025-06-06T08:36:02.544000,2025-06-06,8,9.8,0.181,1109.1,1138.8,orange,0
SYN-00502,BIZ-005,BIZ-005,commercial,C-SYN-BIZ-005,,,synthetic_profile,2025-06-06T10:05:00,2025-06-06T11:45:00,2025-06-06,10,100,2.633,1579.8,1895,green,1
SYN-00503,BIZ-005,BIZ-005,commercial,C-SYN-BIZ-005,,,synthetic_profile,2025-06-06T10:10:00,2025-06-06T11:03:00,2025-06-06,10,53,1.216,1376.6,1338,green,1
SYN-00504,BIZ-003,BIZ-003,commercial,C-SYN-BIZ-003,,,synthetic_profile,2025-06-06T10:30:00,2025-06-06T12:00:00,2025-06-06,10,90,3.095,2063.3,1458,green,1
SYN-00505,BIZ-009,BIZ-009,commercial,C-SYN-BIZ-009,,,synthetic_profile,2025-06-06T11:00:00,2025-06-06T13:02:00,2025-06-06,11,122,2.919,1435.6,1398,green,1
SYN-00506,BIZ-010,BIZ-010,commercial,C-SYN-BIZ-010,,,synthetic_profile,2025-06-06T11:10:00,2025-06-06T13:07:00,2025-06-06,11,117,1.367,701.0,1226,green,1
SYN-00507,HH-0163,HH-0163,household,C-SYN-HH-0163,,,synthetic_profile,2025-06-06T11:10:00,2025-06-06T11:33:00,2025-06-06,11,23,0.229,597.4,1665,green,1
SYN-00508,BIZ-009,BIZ-009,commercial,C-SYN-BIZ-009,,,synthetic_profile,2025-06-06T11:15:00,2025-06-06T13:02:00,2025-06-06,11,107,3.729,2091.0,1451,green,1
SYN-00509,BIZ-010,BIZ-010,commercial,C-SYN-BIZ-010,,,synthetic_profile,2025-06-06T11:15:00,2025-06-06T12:36:00,2025-06-06,11,81,1.114,825.2,1324,green,1
SYN-00510,BIZ-002,BIZ-002,commercial,C-SYN-BIZ-002,,,synthetic_profile,2025-06-06T11:20:00,2025-06-06T13:35:00,2025-06-06,11,135,4.717,2096.4,1353,green,1
SYN-00511,BIZ-001,BIZ-001,commercial,C-SYN-BIZ-001,,,synthetic_profile,2025-06-06T11:30:00,2025-06-06T12:40:00,2025-06-06,11,70,0.702,601.7,1523,green,1
SYN-00512,HH-0076,HH-0076,household,C-SYN-HH-0076,,,synthetic_profile,2025-06-06T11:30:00,2025-06-06T12:19:00,2025-06-06,11,49,0.661,809.4,1770,green,1
SYN-00513,BIZ-002,BIZ-002,commercial,C-SYN-BIZ-002,,,synthetic_profile,2025-06-06T11:40:00,2025-06-06T12:49:00,2025-06-06,11,69,1.546,1344.3,2138,green,1
SYN-00514,HH-0201,HH-0201,household,C-SYN-HH-0201,,,synthetic_profile,2025-06-06T12:00:00,2025-06-06T12:44:00,2025-06-06,12,44,0.676,921.8,1536,green,1
SYN-00515,HH-0207,HH-0207,household,C-SYN-HH-0207,,,synthetic_profile,2025-06-06T12:05:00,2025-06-06T12:40:00,2025-06-06,12,35,0.384,658.3,1234,green,1
SYN-00516,HH-0286,HH-0286,household,C-SYN-HH-0286,,,synthetic_profile,2025-06-06T12:05:00,2025-06-06T12:36:00,2025-06-06,12,31,0.479,927.1,1966,green,1
SYN-00517,HH-0282,HH-0282,household,C-SYN-HH-0282,,,synthetic_profile,2025-06-06T12:10:00,2025-06-06T12:55:00,2025-06-06,12,45,0.507,676.0,1829,green,1
SYN-00518,HH-0284,HH-0284,household,C-SYN-HH-0284,,,synthetic_profile,2025-06-06T12:15:00,2025-06-06T12:46:00,2025-06-06,12,31,0.245,474.2,866,green,1
SYN-00519,HH-0473,HH-0473,household,C-SYN-HH-0473,,,synthetic_profile,2025-06-06T12:15:00,2025-06-06T12:46:00,2025-06-06,12,31,0.486,940.6,1548,green,1
SYN-00520,HH-0563,HH-0563,household,C-SYN-HH-0563,,,synthetic_profile,2025-06-06T12:15:00,2025-06-06T13:11:00,2025-06-06,12,56,0.679,727.5,1763,green,1
SYN-00521,HH-0488,HH-0488,household,C-SYN-HH-0488,,,synthetic_profile,2025-06-06T12:30:00,2025-06-06T13:11:00,2025-06-06,12,41,0.599,876.6,1613,green,1
SYN-00522,HH-0084,HH-0084,household,C-SYN-HH-0084,,,synthetic_profile,2025-06-06T12:40:00,2025-06-06T13:05:00,2025-06-06,12,25,0.356,854.4,2068,green,1
SYN-00523,HH-0125,HH-0125,household,C-SYN-HH-0125,,,synthetic_profile,2025-06-06T12:40:00,2025-06-06T13:10:00,2025-06-06,12,30,0.246,492.0,881,green,1
SYN-00524,HH-0428,HH-0428,household,C-SYN-HH-0428,,,synthetic_profile,2025-06-06T12:40:00,2025-06-06T13:16:00,2025-06-06,12,36,0.357,595.0,1067,green,1
SYN-00525,HH-0413,HH-0413,household,C-SYN-HH-0413,,,synthetic_profile,2025-06-06T13:05:00,2025-06-06T13:52:00,2025-06-06,13,47,0.371,473.6,887,green,1
SYN-00526,HH-0120,HH-0120,household,C-SYN-HH-0120,,,synthetic_profile,2025-06-06T13:10:00,2025-06-06T13:52:00,2025-06-06,13,42,0.571,815.7,1462,green,1
SYN-00527,HH-0165,HH-0165,household,C-SYN-HH-0165,,,synthetic_profile,2025-06-06T13:10:00,2025-06-06T13:54:00,2025-06-06,13,44,0.415,565.9,1551,green,1
SYN-00528,HH-0554,HH-0554,household,C-SYN-HH-0554,,,synthetic_profile,2025-06-06T13:10:00,2025-06-06T14:11:00,2025-06-06,13,61,0.383,376.7,1390,green,1
SYN-00529,HH-0257,HH-0257,household,C-SYN-HH-0257,,,synthetic_profile,2025-06-06T13:15:00,2025-06-06T14:13:00,2025-06-06,13,58,0.78,806.9,896,green,1
SYN-00530,HH-0457,HH-0457,household,C-SYN-HH-0457,,,synthetic_profile,2025-06-06T13:30:00,2025-06-06T14:01:00,2025-06-06,13,31,0.278,538.1,1142,green,1
SYN-00531,HH-0527,HH-0527,household,C-SYN-HH-0527,,,synthetic_profile,2025-06-06T13:30:00,2025-06-06T14:07:00,2025-06-06,13,37,0.493,799.5,1145,green,1
SYN-00532,HH-0281,HH-0281,household,C-SYN-HH-0281,,,synthetic_profile,2025-06-06T13:40:00,2025-06-06T14:25:00,2025-06-06,13,45,0.257,342.7,2052,green,1
SYN-00533,HH-0374,HH-0374,household,C-SYN-HH-0374,,,synthetic_profile,2025-06-06T14:10:00,2025-06-06T14:48:00,2025-06-06,14,38,0.565,892.1,2003,green,1
