timestamp_hour,date,hour_eat,battery_soc_percent,battery_power_w,pv_dc_power_w,pv_ac_power_w,fronius_pv_power_w,ac_load_w,fronius_consumption_w,voltage_avg_v,system_alarm_count,slot_color,source
2025-06-10T05:00:00,2025-06-10,5,41.5,-1926.0,,,,1690.5,366.47,239.93,4,red,victron+fronius
2025-06-10T06:00:00,2025-06-10,6,37.95,-1870.56,4.34,4.37,,1644.22,309.37,239.97,41,red,victron+fronius
2025-06-10T07:00:00,2025-06-10,7,36.25,667.75,1171.5,1034.0,,1346.75,245.33,239.78,4,orange,victron+fronius
2025-06-10T08:00:00,2025-06-10,8,41.75,5202.75,3593.25,3574.0,,1864.75,291.0,240.67,4,orange,victron+fronius
2025-06-10T09:00:00,2025-06-10,9,55.25,8718.25,5623.0,5751.25,,2177.0,359.33,240.04,4,orange,victron+fronius
2025-06-10T10:00:00,2025-06-10,10,73.75,11198.0,6776.25,7205.25,,2303.75,430.0,239.88,4,green,victron+fronius
2025-06-10T11:00:00,2025-06-10,11,95.38,9418.0,6707.88,5382.75,,2249.12,447.0,239.91,8,green,victron+fronius
2025-06-10T12:00:00,2025-06-10,12,99.0,192.5,1079.5,1899.25,,2482.25,385.0,240.04,4,green,victron+fronius
2025-06-10T13:00:00,2025-06-10,13,99.0,-41.25,233.75,2880.25,,2871.75,484.33,240.07,4,green,victron+fronius
2025-06-10T14:00:00,2025-06-10,14,99.0,86.25,,2737.0,,2382.25,442.33,240.0,4,green,victron+fronius
2025-06-10T15:00:00,2025-06-10,15,99.0,-31.5,207.5,2874.25,,2854.5,472.33,240.13,4,green,victron+fronius
2025-06-10T16:00:00,2025-06-10,16,99.0,3.75,,2802.25,,2538.5,449.67,240.03,4,orange,victron+fronius
2025-06-10T17:00:00,2025-06-10,17,99.0,-658.71,921.86,1485.14,,2778.71,474.33,239.96,7,red,victron+fronius
2025-06-10T18:00:00,2025-06-10,18,94.55,-3719.21,4.98,6.95,,3224.02,438.67,239.97,66,red,victron+fronius
2025-06-10T19:00:00,2025-06-10,19,91.75,-5069.57,,,,4423.52,717.0,239.99,40,red,victron+fronius
2025-06-10T20:00:00,2025-06-10,20,79.0,-4792.25,,,,4247.0,,240.14,4,red,victron
2025-06-10T21:00:00,2025-06-10,21,71.0,-4109.25,,,,3638.75,,239.86,4,red,victron
2025-06-10T22:00:00,2025-06-10,22,63.25,-3306.5,,,,2965.5,,239.98,4,red,victron
2025-06-10T23:00:00,2025-06-10,23,57.25,-2854.0,,,,2580.5,,240.07,4,red,victron
2025-06-11T00:00:00,2025-06-11,0,52.5,-2052.25,,,,1836.5,432.9,239.88,4,red,victron+fronius
2025-06-11T01:00:00,2025-06-11,1,48.75,-1834.5,,,,1599.25,432.9,240.1,4,red,victron+fronius
2025-06-11T02:00:00,2025-06-11,2,45.5,-1708.25,,,,1488.25,432.9,239.91,4,red,victron+fronius
2025-06-11T03:00:00,2025-06-11,3,42.5,-1694.0,,,,1478.75,432.9,240.14,4,red,victron+fronius
2025-06-11T04:00:00,2025-06-11,4,39.25,-1709.75,,,,1510.5,432.9,239.83,4,red,victron+fronius
2025-06-11T05:00:00,2025-06-11,5,35.5,-1873.5,,,,1539.0,432.9,239.47,4,red,victron+fronius
2025-06-11T06:00:00,2025-06-11,6,32.46,-1809.6,5.52,4.29,,1607.9,316.08,239.97,52,red,victron+fronius
2025-06-11T07:00:00,2025-06-11,7,30.75,1406.25,1470.25,1343.5,,1267.5,219.0,240.04,4,red,victron+fronius
2025-06-11T08:00:00,2025-06-11,8,36.75,4812.25,3543.0,3530.25,,1943.0,341.67,239.95,4,orange,victron+fronius
2025-06-11T09:00:00,2025-06-11,9,49.75,8722.0,5294.25,5515.0,,1727.5,318.0,239.98,4,orange,victron+fronius
2025-06-11T10:00:00,2025-06-11,10,68.5,11163.5,6667.75,7097.75,,2338.0,320.33,240.04,4,green,victron+fronius
2025-06-11T11:00:00,2025-06-11,11,94.23,12995.65,7852.42,8182.74,,2403.0,444.0,239.94,31,green,victron+fronius
2025-06-11T12:00:00,2025-06-11,12,98.44,3588.0,3030.22,3270.89,,2468.89,471.67,239.92,9,green,victron+fronius
2025-06-11T13:00:00,2025-06-11,13,99.0,53.5,15.0,2542.5,,2246.5,413.33,240.03,4,green,victron+fronius
2025-06-11T14:00:00,2025-06-11,14,99.0,384.25,,3311.75,,2630.0,472.67,240.07,4,green,victron+fronius
2025-06-11T15:00:00,2025-06-11,15,99.0,-346.5,668.25,2802.0,,3361.0,534.33,239.92,4,green,victron+fronius
2025-06-11T16:00:00,2025-06-11,16,99.0,403.5,1195.5,2469.17,,2921.17,511.33,239.99,6,orange,victron+fronius
2025-06-11T17:00:00,2025-06-11,17,99.0,-9.61,1106.71,1396.65,,2203.9,409.33,239.94,31,red,victron+fronius
2025-06-11T18:00:00,2025-06-11,18,95.3,-2633.94,5.64,6.68,,2349.88,393.67,239.99,66,red,victron+fronius
2025-06-11T19:00:00,2025-06-11,19,93.43,-3201.26,,,,2854.3,385.09,239.94,46,red,victron+fronius
2025-06-11T20:00:00,2025-06-11,20,85.0,-3760.75,,,,3389.75,347.64,240.02,4,red,victron+fronius
2025-06-11T21:00:00,2025-06-11,21,78.25,-4001.25,,,,3573.75,347.64,239.98,4,red,victron+fronius
2025-06-11T22:00:00,2025-06-11,22,71.75,-2628.5,,,,2329.25,347.64,240.1,4,red,victron+fronius
2025-06-11T23:00:00,2025-06-11,23,67.5,-2045.75,,,,1816.75,347.64,239.95,4,red,victron+fronius
2025-06-12T00:00:00,2025-06-12,0,63.5,-1665.25,,,,1480.25,347.64,240.05,4,red,victron+fronius
2025-06-12T01:00:00,2025-06-12,1,60.75,-1574.0,,,,1391.75,347.64,239.92,4,red,victron+fronius
2025-06-12T02:00:00,2025-06-12,2,58.0,-1546.75,,,,1368.5,347.64,239.92,4,red,victron+fronius
2025-06-12T03:00:00,2025-06-12,3,54.75,-1562.5,,,,1377.0,347.64,239.85,4,red,victron+fronius
2025-06-12T04:00:00,2025-06-12,4,52.0,-1595.75,,,,1402.0,347.64,239.98,4,red,victron+fronius
2025-06-12T05:00:00,2025-06-12,5,48.75,-2019.5,,,,1809.25,347.64,239.76,4,red,victron+fronius
2025-06-12T06:00:00,2025-06-12,6,45.67,-1727.02,5.17,2.93,,1538.19,298.47,239.97,48,red,victron+fronius
2025-06-12T07:00:00,2025-06-12,7,43.0,241.25,1053.25,963.5,,1619.75,285.33,240.19,4,orange,victron+fronius
2025-06-12T08:00:00,2025-06-12,8,46.25,3392.5,3296.75,3383.25,,2706.25,438.0,240.0,4,orange,victron+fronius
2025-06-12T09:00:00,2025-06-12,9,58.0,7890.5,5338.0,5517.0,,2587.75,404.0,239.91,4,orange,victron+fronius
2025-06-12T10:00:00,2025-06-12,10,75.5,9507.0,5774.25,6801.25,,2818.5,444.67,240.0,4,green,victron+fronius
2025-06-12T11:00:00,2025-06-12,11,94.57,7990.57,5560.57,5826.29,,2839.29,478.33,240.11,7,green,victron+fronius
2025-06-12T12:00:00,2025-06-12,12,99.0,165.0,755.0,2380.0,,2711.75,469.67,240.0,4,green,victron+fronius
2025-06-12T13:00:00,2025-06-12,13,99.0,-241.5,178.75,2761.5,,2859.25,488.0,239.92,4,green,victron+fronius
2025-06-12T14:00:00,2025-06-12,14,99.0,2.75,349.25,2908.75,,2951.0,514.0,240.07,4,green,victron+fronius
2025-06-12T15:00:00,2025-06-12,15,99.0,-56.25,,2810.5,,2591.5,424.0,240.1,4,green,victron+fronius
2025-06-12T16:00:00,2025-06-12,16,99.0,48.5,902.0,3150.75,,3570.75,520.0,239.94,4,orange,victron+fronius
2025-06-12T17:00:00,2025-06-12,17,99.0,-444.62,1125.5,1560.62,,2803.88,520.0,240.0,8,red,victron+fronius
2025-06-12T18:00:00,2025-06-12,18,95.24,-3057.24,8.74,10.02,,2696.83,454.67,239.98,66,red,victron+fronius
2025-06-12T19:00:00,2025-06-12,19,92.9,-4048.52,,,,3600.73,422.0,240.01,48,red,victron+fronius
2025-06-12T20:00:00,2025-06-12,20,82.25,-3997.25,,,,3558.75,360.0,239.94,4,red,victron+fronius
2025-06-12T21:00:00,2025-06-12,21,75.25,-3413.5,,,,3066.25,360.0,239.92,4,red,victron+fronius
2025-06-12T22:00:00,2025-06-12,22,69.5,-2648.5,,,,2375.75,360.0,239.93,4,red,victron+fronius
2025-06-12T23:00:00,2025-06-12,23,65.5,-1880.75,,,,1686.75,360.0,239.95,4,red,victron+fronius
2025-06-13T00:00:00,2025-06-13,0,62.0,-1660.75,,,,1461.0,360.0,240.0,4,red,victron+fronius
2025-06-13T01:00:00,2025-06-13,1,58.75,-1575.25,,,,1397.25,360.0,239.92,4,red,victron+fronius
2025-06-13T02:00:00,2025-06-13,2,56.0,-1367.0,,,,1203.25,360.0,240.1,4,red,victron+fronius
2025-06-13T03:00:00,2025-06-13,3,53.25,-1450.75,,,,1273.75,360.0,239.91,4,red,victron+fronius
2025-06-13T04:00:00,2025-06-13,4,50.5,-1832.5,,,,1628.75,360.0,239.97,4,red,victron+fronius
2025-06-13T05:00:00,2025-06-13,5,46.25,-2158.5,,,,1948.75,360.0,239.98,4,red,victron+fronius
2025-06-13T06:00:00,2025-06-13,6,43.62,-1595.81,8.0,2.73,,1410.33,289.33,240.08,52,red,victron+fronius
2025-06-13T07:00:00,2025-06-13,7,41.25,280.0,1348.25,1176.0,,2040.25,338.0,239.99,4,orange,victron+fronius
2025-06-13T08:00:00,2025-06-13,8,46.0,4912.0,3562.0,3467.75,,1885.0,335.33,239.97,4,orange,victron+fronius
2025-06-13T09:00:00,2025-06-13,9,58.25,8428.25,5560.25,5577.5,,2353.0,392.0,239.83,4,orange,victron+fronius
2025-06-13T10:00:00,2025-06-13,10,76.25,10326.0,6854.25,7166.5,,3225.5,537.67,240.17,4,green,victron+fronius
2025-06-13T11:00:00,2025-06-13,11,96.0,8725.62,6598.75,5515.75,,2984.62,487.33,240.03,8,green,victron+fronius
2025-06-13T12:00:00,2025-06-13,12,99.0,-156.75,416.5,2186.0,,2516.25,429.33,240.04,4,green,victron+fronius
2025-06-13T13:00:00,2025-06-13,13,99.0,-119.75,,2834.25,,2537.25,480.33,240.08,4,green,victron+fronius
2025-06-13T14:00:00,2025-06-13,14,99.0,-1.5,,2971.0,,2659.5,498.33,239.93,4,green,victron+fronius
2025-06-13T15:00:00,2025-06-13,15,99.0,67.5,,3225.25,,2795.5,518.67,239.94,4,green,victron+fronius
2025-06-13T16:00:00,2025-06-13,16,99.0,60.75,420.75,2617.75,,2681.0,486.0,240.23,4,orange,victron+fronius
2025-06-13T17:00:00,2025-06-13,17,99.0,-675.38,787.5,1163.88,,2361.12,385.0,240.01,8,red,victron+fronius
2025-06-13T18:00:00,2025-06-13,18,95.91,-2538.17,7.27,6.23,,2249.0,376.33,240.0,66,red,victron+fronius
2025-06-13T19:00:00,2025-06-13,19,93.85,-3487.33,,,,3088.22,402.27,240.04,46,red,victron+fronius
2025-06-13T20:00:00,2025-06-13,20,83.83,-4971.0,,,,4698.17,365.4,239.98,6,red,victron+fronius
2025-06-13T21:00:00,2025-06-13,21,77.25,-3387.0,,,,3014.0,365.4,239.89,4,red,victron+fronius
2025-06-13T22:00:00,2025-06-13,22,71.25,-3856.25,,,,3490.75,365.4,239.99,4,red,victron+fronius
2025-06-13T23:00:00,2025-06-13,23,66.5,-2017.25,,,,1773.5,365.4,239.94,4,red,victron+fronius
2025-06-14T00:00:00,2025-06-14,0,62.5,-1976.75,,,,1729.75,365.4,239.78,4,red,victron+fronius
2025-06-14T01:00:00,2025-06-14,1,59.25,-1746.5,,,,1526.0,365.4,240.02,4,red,victron+fronius
2025-06-14T02:00:00,2025-06-14,2,56.0,-1762.75,,,,1543.0,365.4,239.92,4,red,victron+fronius
2025-06-14T03:00:00,2025-06-14,3,52.75,-1672.5,,,,1442.75,365.4,239.94,4,red,victron+fronius
2025-06-14T04:00:00,2025-06-14,4,49.5,-1546.25,,,,1334.75,365.4,239.82,4,red,victron+fronius
2025-06-14T05:00:00,2025-06-14,5,46.75,-1620.75,,,,1405.5,365.4,240.14,4,red,victron+fronius
2025-06-14T06:00:00,2025-06-14,6,44.04,-1583.75,4.04,3.44,,1384.19,278.71,239.99,53,red,victron+fronius
2025-06-14T07:00:00,2025-06-14,7,42.0,231.5,1208.0,1090.0,,1874.5,305.33,239.94,4,orange,victron+fronius
2025-06-14T08:00:00,2025-06-14,8,46.0,4213.25,3284.25,3186.0,,1974.75,330.33,240.02,4,orange,victron+fronius
2025-06-14T09:00:00,2025-06-14,9,57.25,7620.0,5035.5,5217.75,,2270.5,383.0,240.05,4,orange,victron+fronius
2025-06-14T10:00:00,2025-06-14,10,74.25,10180.75,6318.25,6749.25,,2424.25,393.67,240.01,4,green,victron+fronius
2025-06-14T11:00:00,2025-06-14,11,95.4,9669.8,6714.5,6416.0,,3338.5,450.33,240.03,10,green,victron+fronius
2025-06-14T12:00:00,2025-06-14,12,99.0,208.75,904.75,1563.0,,1972.0,340.33,240.02,4,green,victron+fronius
2025-06-14T13:00:00,2025-06-14,13,99.0,71.25,,2664.75,,2261.5,408.67,239.97,4,green,victron+fronius
2025-06-14T14:00:00,2025-06-14,14,99.0,47.75,,2827.5,,2463.25,432.33,240.1,4,green,victron+fronius
2025-06-14T15:00:00,2025-06-14,15,99.0,39.5,,2885.25,,2487.0,436.67,239.97,4,green,victron+fronius
2025-06-14T16:00:00,2025-06-14,16,99.0,-15.25,566.5,2797.75,,3031.25,482.67,240.03,4,orange,victron+fronius
2025-06-14T17:00:00,2025-06-14,17,99.0,-284.88,866.62,1331.88,,2203.88,434.67,240.15,8,red,victron+fronius
2025-06-14T18:00:00,2025-06-14,18,96.12,-2460.49,5.25,6.58,,2167.09,336.33,240.02,67,red,victron+fronius
2025-06-14T19:00:00,2025-06-14,19,94.24,-3119.13,,,,2756.78,361.37,239.95,45,red,victron+fronius
2025-06-14T20:00:00,2025-06-14,20,85.5,-3980.25,,,,3330.5,318.55,239.97,4,red,victron+fronius
2025-06-14T21:00:00,2025-06-14,21,78.75,-3231.0,,,,2946.5,318.55,240.03,4,red,victron+fronius
2025-06-14T22:00:00,2025-06-14,22,73.0,-2715.75,,,,2421.5,318.55,240.17,4,red,victron+fronius
2025-06-14T23:00:00,2025-06-14,23,68.75,-1780.0,,,,1577.75,318.55,240.1,4,red,victron+fronius
2025-06-15T00:00:00,2025-06-15,0,65.5,-1968.5,,,,1754.5,318.55,239.97,4,red,victron+fronius
2025-06-15T01:00:00,2025-06-15,1,63.0,-1318.5,,,,1137.75,318.55,240.04,4,red,victron+fronius
2025-06-15T02:00:00,2025-06-15,2,60.75,-1183.5,,,,1024.25,318.55,239.87,4,red,victron+fronius
2025-06-15T03:00:00,2025-06-15,3,58.0,-1361.75,,,,1198.75,318.55,239.97,4,red,victron+fronius
2025-06-15T04:00:00,2025-06-15,4,55.25,-1415.5,,,,1257.75,318.55,240.07,4,red,victron+fronius
2025-06-15T05:00:00,2025-06-15,5,52.75,-1519.0,,,,1347.75,318.55,239.9,4,red,victron+fronius
2025-06-15T06:00:00,2025-06-15,6,49.96,-1707.54,3.71,3.24,,1561.23,305.18,240.05,52,red,victron+fronius
2025-06-15T07:00:00,2025-06-15,7,47.75,732.25,1175.25,1096.0,,1407.75,254.0,240.03,4,orange,victron+fronius
2025-06-15T08:00:00,2025-06-15,8,52.0,4265.5,3373.5,3284.0,,2093.75,362.67,239.71,4,orange,victron+fronius
2025-06-15T09:00:00,2025-06-15,9,63.25,7914.75,5205.5,5421.75,,2346.25,444.0,239.98,4,orange,victron+fronius
2025-06-15T10:00:00,2025-06-15,10,79.5,9658.0,6304.25,6927.0,,3085.5,478.0,240.14,4,green,victron+fronius
2025-06-15T11:00:00,2025-06-15,11,96.38,8789.38,6182.25,5682.0,,2770.5,555.67,239.91,8,green,victron+fronius
2025-06-15T12:00:00,2025-06-15,12,99.0,32.75,82.5,2552.25,,2323.5,427.0,240.01,4,green,victron+fronius
2025-06-15T13:00:00,2025-06-15,13,99.0,222.5,38.5,2940.75,,2489.0,448.67,240.27,4,green,victron+fronius
2025-06-15T14:00:00,2025-06-15,14,99.0,-59.0,141.5,3324.75,,3187.5,579.33,240.03,4,green,victron+fronius
2025-06-15T15:00:00,2025-06-15,15,99.0,-205.4,527.2,3502.4,,3753.6,662.0,239.95,5,green,victron+fronius
2025-06-15T16:00:00,2025-06-15,16,99.0,805.0,1446.33,2992.67,,3098.89,574.0,239.94,9,orange,victron+fronius
2025-06-15T17:00:00,2025-06-15,17,98.7,-607.6,1375.6,1433.7,,3013.1,549.67,239.93,10,red,victron+fronius
2025-06-15T18:00:00,2025-06-15,18,91.02,-3750.74,0.73,0.97,,3254.55,554.67,239.97,95,red,victron+fronius
2025-06-15T19:00:00,2025-06-15,19,87.93,-4425.27,,,,3878.8,466.95,239.98,44,red,victron+fronius
2025-06-15T20:00:00,2025-06-15,20,76.0,-4548.0,,,,3984.75,386.93,240.04,4,red,victron+fronius
2025-06-15T21:00:00,2025-06-15,21,67.25,-3693.25,,,,3271.75,386.93,240.11,4,red,victron+fronius
2025-06-15T22:00:00,2025-06-15,22,60.5,-3028.5,,,,2707.25,386.93,239.97,4,red,victron+fronius
2025-06-15T23:00:00,2025-06-15,23,55.5,-2629.75,,,,2309.5,386.93,239.92,4,red,victron+fronius
2025-06-16T00:00:00,2025-06-16,0,51.0,-1825.5,,,,1615.25,386.93,240.08,4,red,victron+fronius
2025-06-16T01:00:00,2025-06-16,1,48.0,-1477.0,,,,1259.75,386.93,240.02,4,red,victron+fronius
2025-06-16T02:00:00,2025-06-16,2,45.25,-1381.0,,,,1205.0,386.93,239.94,4,red,victron+fronius
2025-06-16T03:00:00,2025-06-16,3,42.75,-1317.5,,,,1137.5,386.93,240.08,4,red,victron+fronius
2025-06-16T04:00:00,2025-06-16,4,40.0,-1371.25,,,,1188.25,386.93,239.91,4,red,victron+fronius
2025-06-16T05:00:00,2025-06-16,5,37.25,-1515.0,,,,1309.0,386.93,239.93,4,red,victron+fronius
2025-06-16T06:00:00,2025-06-16,6,34.51,-1933.75,1.32,1.34,,1736.49,341.09,239.97,63,red,victron+fronius
2025-06-16T07:00:00,2025-06-16,7,31.25,-162.75,786.0,675.25,,1471.5,298.33,239.85,4,red,victron+fronius
2025-06-16T08:00:00,2025-06-16,8,33.25,3017.25,2525.75,2349.25,,1705.5,277.67,239.79,4,red,victron+fronius
2025-06-16T09:00:00,2025-06-16,9,40.0,5597.5,4228.25,3865.5,,1942.75,388.0,239.9,4,orange,victron+fronius
2025-06-16T10:00:00,2025-06-16,10,54.25,8854.25,5966.5,6078.0,,2847.75,359.33,238.62,4,green,victron+fronius
2025-06-16T11:00:00,2025-06-16,11,72.75,7377.5,5734.75,6020.5,,4111.25,567.67,239.92,4,green,victron+fronius
2025-06-16T12:00:00,2025-06-16,12,86.23,12255.49,7642.0,8397.69,,3308.2,538.0,240.01,35,green,victron+fronius
2025-06-16T13:00:00,2025-06-16,13,97.14,8298.86,6611.86,5114.36,,2526.64,505.0,240.0,14,green,victron+fronius
2025-06-16T14:00:00,2025-06-16,14,99.0,48.0,286.0,2952.5,,2824.75,502.33,240.07,4,green,victron+fronius
2025-06-16T15:00:00,2025-06-16,15,99.0,297.0,619.0,2977.0,,3001.75,533.0,239.79,4,green,victron+fronius
2025-06-16T16:00:00,2025-06-16,16,99.0,428.4,1388.6,2402.5,,2998.1,511.0,240.04,10,orange,victron+fronius
2025-06-16T17:00:00,2025-06-16,17,99.0,-854.29,691.86,1140.0,,2429.14,418.33,239.99,7,red,victron+fronius
2025-06-16T18:00:00,2025-06-16,18,93.84,-3448.67,0.15,0.34,,3033.59,488.67,239.96,108,red,victron+fronius
2025-06-16T19:00:00,2025-06-16,19,90.5,-5222.33,,,,4668.58,520.24,240.02,36,red,victron+fronius
2025-06-16T20:00:00,2025-06-16,20,78.75,-4613.0,,,,4146.25,413.86,239.96,4,red,victron+fronius
2025-06-16T21:00:00,2025-06-16,21,71.0,-3917.25,,,,3488.5,413.86,239.95,4,red,victron+fronius
2025-06-16T22:00:00,2025-06-16,22,63.75,-3593.75,,,,3201.25,413.86,239.92,4,red,victron+fronius
2025-06-16T23:00:00,2025-06-16,23,58.5,-2286.5,,,,2071.75,413.86,239.97,4,red,victron+fronius
2025-06-17T00:00:00,2025-06-17,0,54.5,-2072.25,,,,1834.75,413.86,239.94,4,red,victron+fronius
2025-06-17T01:00:00,2025-06-17,1,50.75,-1884.75,,,,1643.5,413.86,239.97,4,red,victron+fronius
2025-06-17T02:00:00,2025-06-17,2,47.5,-1821.0,,,,1581.0,413.86,239.97,4,red,victron+fronius
2025-06-17T03:00:00,2025-06-17,3,44.25,-1804.0,,,,1579.25,413.86,240.05,4,red,victron+fronius
2025-06-17T04:00:00,2025-06-17,4,40.75,-1836.5,,,,1613.5,413.86,239.92,4,red,victron+fronius
2025-06-17T05:00:00,2025-06-17,5,37.25,-2089.5,,,,1849.75,413.86,240.07,4,red,victron+fronius
2025-06-17T06:00:00,2025-06-17,6,33.32,-2189.55,2.53,1.65,,1959.85,384.44,240.01,53,red,victron+fronius
2025-06-17T07:00:00,2025-06-17,7,30.0,-659.5,790.5,666.0,,1939.0,316.33,240.03,4,red,victron+fronius
2025-06-17T08:00:00,2025-06-17,8,30.75,1656.0,2344.0,2167.5,,2548.75,409.33,238.46,4,red,victron+fronius
2025-06-17T09:00:00,2025-06-17,9,39.25,6144.25,4631.5,4588.0,,2205.5,423.33,239.84,4,orange,victron+fronius
2025-06-17T10:00:00,2025-06-17,10,54.2,11591.4,7015.7,7757.4,,2827.9,442.67,239.85,10,green,victron+fronius
2025-06-17T11:00:00,2025-06-17,11,72.65,14974.85,7713.7,8091.8,,188.5,137.33,240.01,20,green,victron+fronius
2025-06-17T12:00:00,2025-06-17,12,96.38,10004.88,5566.62,5017.75,,176.62,0.0,240.01,8,green,victron+fronius
2025-06-17T13:00:00,2025-06-17,13,99.0,4.47,53.63,5.42,,120.98,0.0,13.01,228,green,victron+fronius
2025-06-17T14:00:00,2025-06-17,14,99.0,38.61,180.66,146.78,,237.13,0.0,68.46,83,green,victron+fronius
2025-06-17T15:00:00,2025-06-17,15,99.0,12.17,,174.56,,358.14,1.29,126.74,36,green,victron+fronius
2025-06-17T16:00:00,2025-06-17,16,99.0,-291.57,1834.86,830.57,,2583.43,419.71,239.98,7,orange,victron+fronius
2025-06-17T17:00:00,2025-06-17,17,98.8,-894.2,1120.6,1125.2,,2811.6,508.67,240.07,5,red,victron+fronius
2025-06-17T18:00:00,2025-06-17,18,92.87,-3409.32,5.84,4.07,,2983.0,507.0,239.96,68,red,victron+fronius
2025-06-17T19:00:00,2025-06-17,19,90.28,-4721.68,,,,4182.27,647.0,240.01,40,red,victron+fronius
2025-06-17T20:00:00,2025-06-17,20,79.0,-4284.75,,,,3817.75,,239.97,4,red,victron
2025-06-17T21:00:00,2025-06-17,21,72.5,-3308.5,,,,2942.25,,240.01,4,red,victron
2025-06-17T22:00:00,2025-06-17,22,66.5,-2849.5,,,,2502.25,,239.99,4,red,victron
2025-06-17T23:00:00,2025-06-17,23,61.5,-2029.5,,,,1802.75,,240.14,4,red,victron
2025-06-18T00:00:00,2025-06-18,0,58.0,-1755.0,,,,1563.25,350.87,240.01,4,red,victron+fronius
2025-06-18T01:00:00,2025-06-18,1,54.75,-1542.75,,,,1338.75,350.87,239.98,4,red,victron+fronius
2025-06-18T02:00:00,2025-06-18,2,52.0,-1384.25,,,,1205.25,350.87,239.94,4,red,victron+fronius
2025-06-18T03:00:00,2025-06-18,3,49.5,-1300.25,,,,1125.75,350.87,240.07,4,red,victron+fronius
2025-06-18T04:00:00,2025-06-18,4,47.0,-1346.75,,,,1194.75,350.87,240.04,4,red,victron+fronius
2025-06-18T05:00:00,2025-06-18,5,44.5,-1424.75,,,,1269.5,350.87,239.92,4,red,victron+fronius
2025-06-18T06:00:00,2025-06-18,6,41.69,-2071.31,2.93,1.89,,1893.75,346.07,240.05,55,red,victron+fronius
2025-06-18T07:00:00,2025-06-18,7,39.5,739.75,1216.25,1103.5,,1515.75,236.0,240.07,4,orange,victron+fronius
2025-06-18T08:00:00,2025-06-18,8,44.0,4271.0,3314.5,3186.5,,1909.5,327.67,240.01,4,orange,victron+fronius
2025-06-18T09:00:00,2025-06-18,9,55.25,7944.25,5194.5,5245.5,,2125.0,382.0,240.02,4,orange,victron+fronius
2025-06-18T10:00:00,2025-06-18,10,75.0,11372.12,7222.75,7347.88,,2541.75,428.67,239.78,8,green,victron+fronius
2025-06-18T11:00:00,2025-06-18,11,93.5,11103.6,7084.6,7544.1,,2940.8,509.0,239.92,10,green,victron+fronius
2025-06-18T12:00:00,2025-06-18,12,98.8,1714.4,3641.0,1850.2,,3113.4,567.67,239.89,5,green,victron+fronius
2025-06-18T13:00:00,2025-06-18,13,99.0,277.62,226.53,3355.78,,3446.5,552.0,240.27,32,green,victron+fronius
2025-06-18T14:00:00,2025-06-18,14,99.0,166.0,204.75,3067.5,,3023.25,460.67,240.04,4,green,victron+fronius
2025-06-18T15:00:00,2025-06-18,15,99.0,-79.75,44.0,2942.75,,2759.75,484.67,240.05,4,green,victron+fronius
2025-06-18T16:00:00,2025-06-18,16,99.0,-120.75,,2917.5,,2699.5,480.33,240.17,4,orange,victron+fronius
2025-06-18T17:00:00,2025-06-18,17,99.0,-626.86,1290.86,1605.71,,3198.43,531.33,240.05,7,red,victron+fronius
2025-06-18T18:00:00,2025-06-18,18,94.75,-2755.16,3.38,3.03,,2415.28,387.0,239.97,69,red,victron+fronius
2025-06-18T19:00:00,2025-06-18,19,92.9,-3332.73,,,,2965.54,385.65,240.0,41,red,victron+fronius
2025-06-18T20:00:00,2025-06-18,20,82.5,-3183.5,,,,2807.5,342.48,239.78,4,red,victron+fronius
2025-06-18T21:00:00,2025-06-18,21,76.0,-4214.5,,,,3782.75,342.48,240.11,4,red,victron+fronius
2025-06-18T22:00:00,2025-06-18,22,70.25,-2549.5,,,,2261.75,342.48,239.98,4,red,victron+fronius
2025-06-18T23:00:00,2025-06-18,23,65.5,-2000.75,,,,1775.0,342.48,240.0,4,red,victron+fronius
2025-06-19T00:00:00,2025-06-19,0,62.5,-1716.0,,,,1503.0,342.48,239.94,4,red,victron+fronius
2025-06-19T01:00:00,2025-06-19,1,59.25,-1535.5,,,,1348.75,342.48,240.04,4,red,victron+fronius
2025-06-19T02:00:00,2025-06-19,2,56.5,-1502.0,,,,1307.75,342.48,239.94,4,red,victron+fronius
2025-06-19T03:00:00,2025-06-19,3,53.5,-1484.0,,,,1292.75,342.48,239.94,4,red,victron+fronius
2025-06-19T04:00:00,2025-06-19,4,50.75,-1327.75,,,,1150.25,342.48,240.0,4,red,victron+fronius
2025-06-19T05:00:00,2025-06-19,5,48.0,-1386.25,,,,1197.75,342.48,239.88,4,red,victron+fronius
2025-06-19T06:00:00,2025-06-19,6,45.77,-1535.72,3.05,2.8,,1357.07,296.53,239.94,43,red,victron+fronius
2025-06-19T07:00:00,2025-06-19,7,44.0,-329.75,630.75,544.75,,1352.25,218.33,240.07,4,orange,victron+fronius
2025-06-19T08:00:00,2025-06-19,8,44.25,2378.5,2584.75,2417.75,,2268.75,419.0,240.13,4,orange,victron+fronius
2025-06-19T09:00:00,2025-06-19,9,49.71,2611.11,3147.89,3022.96,,3217.29,440.33,240.36,28,orange,victron+fronius
2025-06-19T10:00:00,2025-06-19,10,59.54,5141.69,4291.23,4203.46,,3385.0,469.33,239.35,13,green,victron+fronius
2025-06-19T11:00:00,2025-06-19,11,67.74,2627.26,3180.0,3053.74,,3974.0,488.0,240.89,34,green,victron+fronius
