date,cooker_id,account_id,plug,source,session_count,active_minutes,available_minutes,utilization_percent,kwh,green_sessions,orange_sessions,red_sessions,observed_sessions,synthetic_sessions,peak_concurrent_cookers
2025-06-09,C-SYN-HH-0047,HH-0047,,synthetic_profile,1,24.0,1440,1.67,0.121,0,0,1,0,1,1
2025-06-10,C-SYN-HH-0047,HH-0047,,synthetic_profile,1,50.0,1440,3.47,0.463,0,1,0,0,1,1
2025-06-11,C-SYN-HH-0047,HH-0047,,synthetic_profile,1,37.0,1440,2.57,0.27,0,0,1,0,1,1
2025-06-12,C-SYN-HH-0047,HH-0047,,synthetic_profile,2,70.0,1440,4.86,0.839,1,0,1,0,2,1
2025-06-13,C-SYN-HH-0047,HH-0047,,synthetic_profile,1,40.0,1440,2.78,0.566,0,1,0,0,1,1
2025-06-14,C-SYN-HH-0047,HH-0047,,synthetic_profile,1,43.0,1440,2.99,0.635,0,0,1,0,1,1
2025-06-15,C-SYN-HH-0047,HH-0047,,synthetic_profile,1,33.0,1440,2.29,0.353,1,0,0,0,1,1
2025-06-16,C-SYN-HH-0047,HH-0047,,synthetic_profile,1,46.0,1440,3.19,0.648,0,0,1,0,1,1
2025-06-17,C-SYN-HH-0047,HH-0047,,synthetic_profile,2,91.0,1440,6.32,0.941,1,0,1,0,2,1
2025-06-18,C-SYN-HH-0047,HH-0047,,synthetic_profile,1,40.0,1440,2.78,0.301,0,1,0,0,1,1
2025-06-19,C-SYN-HH-0047,HH-0047,,synthetic_profile,2,78.0,1440,5.42,0.521,1,1,0,0,2,1
2025-06-20,C-SYN-HH-0047,HH-0047,,synthetic_profile,3,94.0,1440,6.53,0.886,1,1,1,0,3,1
2025-06-21,C-SYN-HH-0047,HH-0047,,synthetic_profile,3,114.0,1440,7.92,1.205,1,1,1,0,3,1
2025-06-22,C-SYN-HH-0047,HH-0047,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-23,C-SYN-HH-0047,HH-0047,,synthetic_profile,1,24.0,1440,1.67,0.338,0,0,1,0,1,1
2025-06-24,C-SYN-HH-0047,HH-0047,,synthetic_profile,2,81.0,1440,5.62,0.553,0,0,2,0,2,1
2025-06-25,C-SYN-HH-0047,HH-0047,,synthetic_profile,1,52.0,1440,3.61,0.772,0,1,0,0,1,1
2025-06-26,C-SYN-HH-0047,HH-0047,,synthetic_profile,1,45.0,1440,3.12,0.446,0,0,1,0,1,1
2025-06-27,C-SYN-HH-0047,HH-0047,,synthetic_profile,2,111.0,1440,7.71,0.968,1,1,0,0,2,1
2025-06-28,C-SYN-HH-0047,HH-0047,,synthetic_profile,1,26.0,1440,1.81,0.302,0,1,0,0,1,1
2025-06-29,C-SYN-HH-0047,HH-0047,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-30,C-SYN-HH-0047,HH-0047,,synthetic_profile,1,34.0,1440,2.36,0.457,0,0,1,0,1,1
2025-06-01,C-SYN-HH-0063,HH-0063,,synthetic_profile,1,28.0,1440,1.94,0.349,1,0,0,0,1,1
2025-06-02,C-SYN-HH-0063,HH-0063,,synthetic_profile,2,82.0,1440,5.69,0.708,1,0,1,0,2,1
2025-06-03,C-SYN-HH-0063,HH-0063,,synthetic_profile,2,71.0,1440,4.93,0.623,1,0,1,0,2,1
2025-06-04,C-SYN-HH-0063,HH-0063,,synthetic_profile,1,48.0,1440,3.33,0.69,1,0,0,0,1,1
2025-06-05,C-SYN-HH-0063,HH-0063,,synthetic_profile,2,55.0,1440,3.82,0.483,1,0,1,0,2,1
2025-06-06,C-SYN-HH-0063,HH-0063,,synthetic_profile,1,18.0,1440,1.25,0.223,0,0,1,0,1,1
2025-06-07,C-SYN-HH-0063,HH-0063,,synthetic_profile,2,75.0,1440,5.21,0.525,1,0,1,0,2,1
2025-06-08,C-SYN-HH-0063,HH-0063,,synthetic_profile,2,106.0,1440,7.36,0.872,0,0,2,0,2,1
2025-06-09,C-SYN-HH-0063,HH-0063,,synthetic_profile,3,99.0,1440,6.88,1.06,1,0,2,0,3,1
2025-06-10,C-SYN-HH-0063,HH-0063,,synthetic_profile,1,22.0,1440,1.53,0.346,0,0,1,0,1,1
2025-06-11,C-SYN-HH-0063,HH-0063,,synthetic_profile,3,80.0,1440,5.56,0.788,1,0,2,0,3,1
2025-06-12,C-SYN-HH-0063,HH-0063,,synthetic_profile,1,36.0,1440,2.5,0.267,0,0,1,0,1,1
2025-06-13,C-SYN-HH-0063,HH-0063,,synthetic_profile,1,28.0,1440,1.94,0.295,1,0,0,0,1,1
2025-06-14,C-SYN-HH-0063,HH-0063,,synthetic_profile,2,65.0,1440,4.51,0.873,1,0,1,0,2,1
2025-06-15,C-SYN-HH-0063,HH-0063,,synthetic_profile,2,73.0,1440,5.07,0.743,1,0,1,0,2,1
2025-06-16,C-SYN-HH-0063,HH-0063,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-17,C-SYN-HH-0063,HH-0063,,synthetic_profile,1,37.0,1440,2.57,0.35,0,0,1,0,1,1
2025-06-18,C-SYN-HH-0063,HH-0063,,synthetic_profile,1,47.0,1440,3.26,0.278,0,0,1,0,1,1
2025-06-19,C-SYN-HH-0063,HH-0063,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-20,C-SYN-HH-0063,HH-0063,,synthetic_profile,2,75.0,1440,5.21,0.664,1,0,1,0,2,1
2025-06-21,C-SYN-HH-0063,HH-0063,,synthetic_profile,1,46.0,1440,3.19,0.68,0,0,1,0,1,1
2025-06-22,C-SYN-HH-0063,HH-0063,,synthetic_profile,2,68.0,1440,4.72,0.933,0,0,2,0,2,1
2025-06-23,C-SYN-HH-0063,HH-0063,,synthetic_profile,2,44.0,1440,3.06,0.517,0,0,2,0,2,1
2025-06-24,C-SYN-HH-0063,HH-0063,,synthetic_profile,3,136.0,1440,9.44,1.313,1,0,2,0,3,1
2025-06-25,C-SYN-HH-0063,HH-0063,,synthetic_profile,1,53.0,1440,3.68,0.656,1,0,0,0,1,1
2025-06-26,C-SYN-HH-0063,HH-0063,,synthetic_profile,3,130.0,1440,9.03,1.485,1,0,2,0,3,1
2025-06-27,C-SYN-HH-0063,HH-0063,,synthetic_profile,1,29.0,1440,2.01,0.249,0,0,1,0,1,1
2025-06-28,C-SYN-HH-0063,HH-0063,,synthetic_profile,3,94.0,1440,6.53,0.944,1,0,2,0,3,1
2025-06-29,C-SYN-HH-0063,HH-0063,,synthetic_profile,1,57.0,1440,3.96,0.384,0,0,1,0,1,1
2025-06-30,C-SYN-HH-0063,HH-0063,,synthetic_profile,2,69.0,1440,4.79,0.741,1,0,1,0,2,1
2025-06-01,C-SYN-HH-0067,HH-0067,,synthetic_profile,1,27.0,1440,1.88,0.195,0,1,0,0,1,1
2025-06-02,C-SYN-HH-0067,HH-0067,,synthetic_profile,1,36.0,1440,2.5,0.519,0,1,0,0,1,1
2025-06-03,C-SYN-HH-0067,HH-0067,,synthetic_profile,2,92.0,1440,6.39,1.028,1,0,1,0,2,1
2025-06-04,C-SYN-HH-0067,HH-0067,,synthetic_profile,1,58.0,1440,4.03,0.348,0,1,0,0,1,1
2025-06-05,C-SYN-HH-0067,HH-0067,,synthetic_profile,1,28.0,1440,1.94,0.131,1,0,0,0,1,1
2025-06-06,C-SYN-HH-0067,HH-0067,,synthetic_profile,2,84.0,1440,5.83,0.706,0,1,1,0,2,1
2025-06-07,C-SYN-HH-0067,HH-0067,,synthetic_profile,1,48.0,1440,3.33,0.732,1,0,0,0,1,1
2025-06-08,C-SYN-HH-0067,HH-0067,,synthetic_profile,3,126.0,1440,8.75,1.414,1,1,1,0,3,1
2025-06-09,C-SYN-HH-0067,HH-0067,,synthetic_profile,1,46.0,1440,3.19,0.707,1,0,0,0,1,1
2025-06-10,C-SYN-HH-0067,HH-0067,,synthetic_profile,1,32.0,1440,2.22,0.459,0,0,1,0,1,1
2025-06-11,C-SYN-HH-0067,HH-0067,,synthetic_profile,1,44.0,1440,3.06,0.603,1,0,0,0,1,1
2025-06-12,C-SYN-HH-0067,HH-0067,,synthetic_profile,1,45.0,1440,3.12,0.451,1,0,0,0,1,1
2025-06-13,C-SYN-HH-0067,HH-0067,,synthetic_profile,2,115.0,1440,7.99,0.868,1,0,1,0,2,1
2025-06-14,C-SYN-HH-0067,HH-0067,,synthetic_profile,1,23.0,1440,1.6,0.337,0,1,0,0,1,1
2025-06-15,C-SYN-HH-0067,HH-0067,,synthetic_profile,2,50.0,1440,3.47,0.414,0,1,1,0,2,1
2025-06-16,C-SYN-HH-0067,HH-0067,,synthetic_profile,2,91.0,1440,6.32,0.911,1,0,1,0,2,1
2025-06-17,C-SYN-HH-0067,HH-0067,,synthetic_profile,1,28.0,1440,1.94,0.238,0,0,1,0,1,1
2025-06-18,C-SYN-HH-0067,HH-0067,,synthetic_profile,2,102.0,1440,7.08,1.46,0,1,1,0,2,1
2025-06-19,C-SYN-HH-0067,HH-0067,,synthetic_profile,2,72.0,1440,5.0,0.708,1,0,1,0,2,1
2025-06-20,C-SYN-HH-0067,HH-0067,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-21,C-SYN-HH-0067,HH-0067,,synthetic_profile,1,22.0,1440,1.53,0.306,1,0,0,0,1,1
2025-06-22,C-SYN-HH-0067,HH-0067,,synthetic_profile,1,57.0,1440,3.96,0.881,0,0,1,0,1,1
2025-06-23,C-SYN-HH-0067,HH-0067,,synthetic_profile,2,108.0,1440,7.5,1.166,1,0,1,0,2,1
2025-06-24,C-SYN-HH-0067,HH-0067,,synthetic_profile,2,97.0,1440,6.74,0.837,1,0,1,0,2,1
2025-06-25,C-SYN-HH-0067,HH-0067,,synthetic_profile,1,29.0,1440,2.01,0.323,1,0,0,0,1,1
2025-06-26,C-SYN-HH-0067,HH-0067,,synthetic_profile,2,107.0,1440,7.43,1.448,1,1,0,0,2,1
2025-06-27,C-SYN-HH-0067,HH-0067,,synthetic_profile,2,81.0,1440,5.62,0.581,1,1,0,0,2,1
2025-06-28,C-SYN-HH-0067,HH-0067,,synthetic_profile,2,100.0,1440,6.94,1.348,1,0,1,0,2,1
2025-06-29,C-SYN-HH-0067,HH-0067,,synthetic_profile,1,39.0,1440,2.71,0.533,1,0,0,0,1,1
2025-06-30,C-SYN-HH-0067,HH-0067,,synthetic_profile,1,33.0,1440,2.29,0.497,0,0,1,0,1,1
2025-06-01,C-SYN-HH-0071,HH-0071,,synthetic_profile,2,78.0,1440,5.42,0.978,1,1,0,0,2,1
2025-06-02,C-SYN-HH-0071,HH-0071,,synthetic_profile,3,120.0,1440,8.33,1.424,1,1,1,0,3,1
2025-06-03,C-SYN-HH-0071,HH-0071,,synthetic_profile,1,57.0,1440,3.96,0.51,0,1,0,0,1,1
2025-06-04,C-SYN-HH-0071,HH-0071,,synthetic_profile,1,18.0,1440,1.25,0.274,0,1,0,0,1,1
2025-06-05,C-SYN-HH-0071,HH-0071,,synthetic_profile,1,18.0,1440,1.25,0.119,0,0,1,0,1,1
2025-06-06,C-SYN-HH-0071,HH-0071,,synthetic_profile,1,32.0,1440,2.22,0.26,0,1,0,0,1,1
2025-06-07,C-SYN-HH-0071,HH-0071,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-08,C-SYN-HH-0071,HH-0071,,synthetic_profile,1,20.0,1440,1.39,0.298,0,0,1,0,1,1
2025-06-09,C-SYN-HH-0071,HH-0071,,synthetic_profile,1,39.0,1440,2.71,0.515,0,0,1,0,1,1
2025-06-10,C-SYN-HH-0071,HH-0071,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-11,C-SYN-HH-0071,HH-0071,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-12,C-SYN-HH-0071,HH-0071,,synthetic_profile,2,60.0,1440,4.17,0.577,1,0,1,0,2,1
2025-06-13,C-SYN-HH-0071,HH-0071,,synthetic_profile,1,57.0,1440,3.96,0.723,0,1,0,0,1,1
2025-06-14,C-SYN-HH-0071,HH-0071,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-15,C-SYN-HH-0071,HH-0071,,synthetic_profile,1,33.0,1440,2.29,0.244,0,0,1,0,1,1
2025-06-16,C-SYN-HH-0071,HH-0071,,synthetic_profile,1,28.0,1440,1.94,0.234,0,0,1,0,1,1
2025-06-17,C-SYN-HH-0071,HH-0071,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-18,C-SYN-HH-0071,HH-0071,,synthetic_profile,1,50.0,1440,3.47,0.768,0,0,1,0,1,1
2025-06-19,C-SYN-HH-0071,HH-0071,,synthetic_profile,2,101.0,1440,7.01,0.873,1,0,1,0,2,1
2025-06-20,C-SYN-HH-0071,HH-0071,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-21,C-SYN-HH-0071,HH-0071,,synthetic_profile,3,117.0,1440,8.12,1.305,1,1,1,0,3,1
2025-06-22,C-SYN-HH-0071,HH-0071,,synthetic_profile,1,33.0,1440,2.29,0.454,0,0,1,0,1,1
2025-06-23,C-SYN-HH-0071,HH-0071,,synthetic_profile,1,28.0,1440,1.94,0.33,1,0,0,0,1,1
2025-06-24,C-SYN-HH-0071,HH-0071,,synthetic_profile,2,85.0,1440,5.9,0.985,0,0,2,0,2,1
2025-06-25,C-SYN-HH-0071,HH-0071,,synthetic_profile,1,58.0,1440,4.03,0.861,1,0,0,0,1,1
2025-06-26,C-SYN-HH-0071,HH-0071,,synthetic_profile,3,89.0,1440,6.18,0.82,1,1,1,0,3,1
2025-06-27,C-SYN-HH-0071,HH-0071,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-28,C-SYN-HH-0071,HH-0071,,synthetic_profile,1,46.0,1440,3.19,0.711,0,1,0,0,1,1
2025-06-29,C-SYN-HH-0071,HH-0071,,synthetic_profile,2,80.0,1440,5.56,0.847,1,0,1,0,2,1
2025-06-30,C-SYN-HH-0071,HH-0071,,synthetic_profile,2,76.0,1440,5.28,0.858,1,0,1,0,2,1
2025-06-01,C-SYN-HH-0076,HH-0076,,synthetic_profile,1,21.0,1440,1.46,0.268,1,0,0,0,1,1
2025-06-02,C-SYN-HH-0076,HH-0076,,synthetic_profile,1,41.0,1440,2.85,0.624,1,0,0,0,1,1
2025-06-03,C-SYN-HH-0076,HH-0076,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-04,C-SYN-HH-0076,HH-0076,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-05,C-SYN-HH-0076,HH-0076,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-06,C-SYN-HH-0076,HH-0076,,synthetic_profile,2,81.0,1440,5.62,0.813,1,0,1,0,2,1
2025-06-07,C-SYN-HH-0076,HH-0076,,synthetic_profile,2,74.0,1440,5.14,0.541,1,0,1,0,2,1
2025-06-08,C-SYN-HH-0076,HH-0076,,synthetic_profile,1,33.0,1440,2.29,0.166,0,0,1,0,1,1
2025-06-09,C-SYN-HH-0076,HH-0076,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-10,C-SYN-HH-0076,HH-0076,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-11,C-SYN-HH-0076,HH-0076,,synthetic_profile,1,29.0,1440,2.01,0.191,1,0,0,0,1,1
2025-06-12,C-SYN-HH-0076,HH-0076,,synthetic_profile,1,32.0,1440,2.22,0.24,1,0,0,0,1,1
2025-06-13,C-SYN-HH-0076,HH-0076,,synthetic_profile,1,49.0,1440,3.4,0.589,1,0,0,0,1,1
2025-06-14,C-SYN-HH-0076,HH-0076,,synthetic_profile,1,43.0,1440,2.99,0.382,1,0,0,0,1,1
2025-06-15,C-SYN-HH-0076,HH-0076,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-16,C-SYN-HH-0076,HH-0076,,synthetic_profile,1,36.0,1440,2.5,0.55,0,0,1,0,1,1
2025-06-17,C-SYN-HH-0076,HH-0076,,synthetic_profile,1,52.0,1440,3.61,0.31,0,0,1,0,1,1
2025-06-18,C-SYN-HH-0076,HH-0076,,synthetic_profile,2,54.0,1440,3.75,0.417,1,0,1,0,2,1
2025-06-19,C-SYN-HH-0076,HH-0076,,synthetic_profile,1,27.0,1440,1.88,0.313,0,0,1,0,1,1
2025-06-20,C-SYN-HH-0076,HH-0076,,synthetic_profile,1,22.0,1440,1.53,0.215,1,0,0,0,1,1
2025-06-21,C-SYN-HH-0076,HH-0076,,synthetic_profile,2,82.0,1440,5.69,0.491,1,0,1,0,2,1
2025-06-22,C-SYN-HH-0076,HH-0076,,synthetic_profile,2,81.0,1440,5.62,0.587,1,0,1,0,2,1
2025-06-23,C-SYN-HH-0076,HH-0076,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-24,C-SYN-HH-0076,HH-0076,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-25,C-SYN-HH-0076,HH-0076,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-26,C-SYN-HH-0076,HH-0076,,synthetic_profile,1,23.0,1440,1.6,0.159,1,0,0,0,1,1
2025-06-27,C-SYN-HH-0076,HH-0076,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-28,C-SYN-HH-0076,HH-0076,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-29,C-SYN-HH-0076,HH-0076,,synthetic_profile,1,45.0,1440,3.12,0.567,0,0,1,0,1,1
2025-06-30,C-SYN-HH-0076,HH-0076,,synthetic_profile,1,24.0,1440,1.67,0.278,1,0,0,0,1,1
2025-06-01,C-SYN-HH-0084,HH-0084,,synthetic_profile,3,97.0,1440,6.74,1.287,1,1,1,0,3,1
2025-06-02,C-SYN-HH-0084,HH-0084,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-03,C-SYN-HH-0084,HH-0084,,synthetic_profile,1,37.0,1440,2.57,0.174,1,0,0,0,1,1
2025-06-04,C-SYN-HH-0084,HH-0084,,synthetic_profile,2,102.0,1440,7.08,1.015,1,1,0,0,2,1
2025-06-05,C-SYN-HH-0084,HH-0084,,synthetic_profile,1,20.0,1440,1.39,0.156,0,0,1,0,1,1
2025-06-06,C-SYN-HH-0084,HH-0084,,synthetic_profile,2,67.0,1440,4.65,0.922,1,1,0,0,2,1
2025-06-07,C-SYN-HH-0084,HH-0084,,synthetic_profile,1,45.0,1440,3.12,0.372,0,0,1,0,1,1
2025-06-08,C-SYN-HH-0084,HH-0084,,synthetic_profile,1,35.0,1440,2.43,0.211,1,0,0,0,1,1
2025-06-09,C-SYN-HH-0084,HH-0084,,synthetic_profile,2,44.0,1440,3.06,0.491,0,0,2,0,2,1
2025-06-10,C-SYN-HH-0084,HH-0084,,synthetic_profile,1,58.0,1440,4.03,0.844,1,0,0,0,1,1
2025-06-11,C-SYN-HH-0084,HH-0084,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-12,C-SYN-HH-0084,HH-0084,,synthetic_profile,2,97.0,1440,6.74,1.127,0,1,1,0,2,1
2025-06-13,C-SYN-HH-0084,HH-0084,,synthetic_profile,1,46.0,1440,3.19,0.405,0,0,1,0,1,1
2025-06-14,C-SYN-HH-0084,HH-0084,,synthetic_profile,3,120.0,1440,8.33,1.146,1,1,1,0,3,1
2025-06-15,C-SYN-HH-0084,HH-0084,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-16,C-SYN-HH-0084,HH-0084,,synthetic_profile,1,57.0,1440,3.96,0.337,0,0,1,0,1,1
2025-06-17,C-SYN-HH-0084,HH-0084,,synthetic_profile,3,87.0,1440,6.04,0.799,1,0,2,0,3,1
2025-06-18,C-SYN-HH-0084,HH-0084,,synthetic_profile,3,97.0,1440,6.74,0.847,1,1,1,0,3,1
2025-06-19,C-SYN-HH-0084,HH-0084,,synthetic_profile,1,34.0,1440,2.36,0.318,0,0,1,0,1,1
2025-06-20,C-SYN-HH-0084,HH-0084,,synthetic_profile,2,103.0,1440,7.15,1.026,0,1,1,0,2,1
2025-06-21,C-SYN-HH-0084,HH-0084,,synthetic_profile,1,61.0,1440,4.24,0.838,1,0,0,0,1,1
2025-06-22,C-SYN-HH-0084,HH-0084,,synthetic_profile,2,103.0,1440,7.15,0.719,1,0,1,0,2,1
2025-06-23,C-SYN-HH-0084,HH-0084,,synthetic_profile,1,25.0,1440,1.74,0.167,0,0,1,0,1,1
2025-06-24,C-SYN-HH-0084,HH-0084,,synthetic_profile,2,62.0,1440,4.31,0.83,0,0,2,0,2,1
2025-06-25,C-SYN-HH-0084,HH-0084,,synthetic_profile,2,92.0,1440,6.39,1.014,1,1,0,0,2,1
2025-06-26,C-SYN-HH-0084,HH-0084,,synthetic_profile,3,119.0,1440,8.26,1.079,1,1,1,0,3,1
2025-06-27,C-SYN-HH-0084,HH-0084,,synthetic_profile,2,89.0,1440,6.18,0.78,1,0,1,0,2,1
2025-06-28,C-SYN-HH-0084,HH-0084,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-29,C-SYN-HH-0084,HH-0084,,synthetic_profile,1,18.0,1440,1.25,0.184,0,1,0,0,1,1
2025-06-30,C-SYN-HH-0084,HH-0084,,synthetic_profile,2,108.0,1440,7.5,1.439,1,0,1,0,2,1
2025-06-01,C-SYN-HH-0087,HH-0087,,synthetic_profile,1,52.0,1440,3.61,0.44,0,1,0,0,1,1
2025-06-02,C-SYN-HH-0087,HH-0087,,synthetic_profile,1,31.0,1440,2.15,0.166,0,1,0,0,1,1
2025-06-03,C-SYN-HH-0087,HH-0087,,synthetic_profile,1,56.0,1440,3.89,0.611,0,0,1,0,1,1
2025-06-04,C-SYN-HH-0087,HH-0087,,synthetic_profile,1,18.0,1440,1.25,0.218,0,1,0,0,1,1
2025-06-05,C-SYN-HH-0087,HH-0087,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-06,C-SYN-HH-0087,HH-0087,,synthetic_profile,2,82.0,1440,5.69,1.02,0,1,1,0,2,1
2025-06-07,C-SYN-HH-0087,HH-0087,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-08,C-SYN-HH-0087,HH-0087,,synthetic_profile,1,36.0,1440,2.5,0.553,1,0,0,0,1,1
2025-06-09,C-SYN-HH-0087,HH-0087,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-10,C-SYN-HH-0087,HH-0087,,synthetic_profile,2,73.0,1440,5.07,0.647,0,1,1,0,2,1
2025-06-11,C-SYN-HH-0087,HH-0087,,synthetic_profile,1,20.0,1440,1.39,0.192,1,0,0,0,1,1
2025-06-12,C-SYN-HH-0087,HH-0087,,synthetic_profile,1,48.0,1440,3.33,0.264,0,1,0,0,1,1
2025-06-13,C-SYN-HH-0087,HH-0087,,synthetic_profile,1,44.0,1440,3.06,0.283,0,0,1,0,1,1
2025-06-14,C-SYN-HH-0087,HH-0087,,synthetic_profile,2,97.0,1440,6.74,1.225,1,1,0,0,2,1
2025-06-15,C-SYN-HH-0087,HH-0087,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-16,C-SYN-HH-0087,HH-0087,,synthetic_profile,1,56.0,1440,3.89,0.376,0,0,1,0,1,1
2025-06-17,C-SYN-HH-0087,HH-0087,,synthetic_profile,2,103.0,1440,7.15,0.918,1,0,1,0,2,1
2025-06-18,C-SYN-HH-0087,HH-0087,,synthetic_profile,2,61.0,1440,4.24,0.627,1,0,1,0,2,1
2025-06-19,C-SYN-HH-0087,HH-0087,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-20,C-SYN-HH-0087,HH-0087,,synthetic_profile,1,58.0,1440,4.03,0.273,1,0,0,0,1,1
2025-06-21,C-SYN-HH-0087,HH-0087,,synthetic_profile,2,66.0,1440,4.58,0.761,0,1,1,0,2,1
2025-06-22,C-SYN-HH-0087,HH-0087,,synthetic_profile,1,43.0,1440,2.99,0.579,0,0,1,0,1,1
2025-06-23,C-SYN-HH-0087,HH-0087,,synthetic_profile,1,40.0,1440,2.78,0.446,0,0,1,0,1,1
2025-06-24,C-SYN-HH-0087,HH-0087,,synthetic_profile,2,98.0,1440,6.81,0.863,0,0,2,0,2,1
2025-06-25,C-SYN-HH-0087,HH-0087,,synthetic_profile,3,124.0,1440,8.61,1.39,1,1,1,0,3,1
2025-06-26,C-SYN-HH-0087,HH-0087,,synthetic_profile,1,55.0,1440,3.82,0.654,0,1,0,0,1,1
2025-06-27,C-SYN-HH-0087,HH-0087,,synthetic_profile,1,29.0,1440,2.01,0.412,0,0,1,0,1,1
2025-06-28,C-SYN-HH-0087,HH-0087,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-29,C-SYN-HH-0087,HH-0087,,synthetic_profile,2,80.0,1440,5.56,0.732,1,0,1,0,2,1
2025-06-30,C-SYN-HH-0087,HH-0087,,synthetic_profile,2,70.0,1440,4.86,0.654,0,0,2,0,2,1
2025-06-01,C-SYN-HH-0088,HH-0088,,synthetic_profile,2,108.0,1440,7.5,1.589,1,1,0,0,2,1
2025-06-02,C-SYN-HH-0088,HH-0088,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-03,C-SYN-HH-0088,HH-0088,,synthetic_profile,1,35.0,1440,2.43,0.297,0,0,1,0,1,1
2025-06-04,C-SYN-HH-0088,HH-0088,,synthetic_profile,1,24.0,1440,1.67,0.373,0,1,0,0,1,1
2025-06-05,C-SYN-HH-0088,HH-0088,,synthetic_profile,2,61.0,1440,4.24,0.518,1,1,0,0,2,1
2025-06-06,C-SYN-HH-0088,HH-0088,,synthetic_profile,1,47.0,1440,3.26,0.403,0,0,1,0,1,1
2025-06-07,C-SYN-HH-0088,HH-0088,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-08,C-SYN-HH-0088,HH-0088,,synthetic_profile,1,49.0,1440,3.4,0.387,1,0,0,0,1,1
2025-06-09,C-SYN-HH-0088,HH-0088,,synthetic_profile,2,62.0,1440,4.31,0.654,1,1,0,0,2,1
2025-06-10,C-SYN-HH-0088,HH-0088,,synthetic_profile,2,78.0,1440,5.42,1.014,1,1,0,0,2,1
2025-06-11,C-SYN-HH-0088,HH-0088,,synthetic_profile,1,18.0,1440,1.25,0.269,0,1,0,0,1,1
2025-06-12,C-SYN-HH-0088,HH-0088,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-13,C-SYN-HH-0088,HH-0088,,synthetic_profile,1,55.0,1440,3.82,0.506,0,1,0,0,1,1
2025-06-14,C-SYN-HH-0088,HH-0088,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-15,C-SYN-HH-0088,HH-0088,,synthetic_profile,1,46.0,1440,3.19,0.672,0,1,0,0,1,1
2025-06-16,C-SYN-HH-0088,HH-0088,,synthetic_profile,1,32.0,1440,2.22,0.346,0,0,1,0,1,1
2025-06-17,C-SYN-HH-0088,HH-0088,,synthetic_profile,1,48.0,1440,3.33,0.6,0,0,1,0,1,1
2025-06-18,C-SYN-HH-0088,HH-0088,,synthetic_profile,1,41.0,1440,2.85,0.608,0,1,0,0,1,1
2025-06-19,C-SYN-HH-0088,HH-0088,,synthetic_profile,3,139.0,1440,9.65,1.456,1,1,1,0,3,1
2025-06-20,C-SYN-HH-0088,HH-0088,,synthetic_profile,1,23.0,1440,1.6,0.173,0,1,0,0,1,1
2025-06-21,C-SYN-HH-0088,HH-0088,,synthetic_profile,2,107.0,1440,7.43,0.991,1,0,1,0,2,1
